id;description;dbo
856737977697960;Grosses dankeschön an dresden!!! Glück auf aus dortmund. ????;nothing
856746217697136;17.300 laut polizei :);nothing
857959014242523;"verdammte Pubertät! ;)";nothing
998375476867542;die Rede von AKIF hätte nich sein dürfen !!!;criticism
857913240913767;PEGIDA nur mit der allgemeinen Islamisierung abzutun wird nicht der Sche gerecht. In der Bewegung kommt die Stimmung gegen über der Regierung zum Ausdruck.Die Presse als Plakat der Regierung belügt uns doch ständig und die Regierenden lassen das bei Presse schön sitzen, weil das sonst Wählerstimmen kosten könnte.;criticism
972188132819610;Brandanschläge sind immer zu verurteilen, egal von welcher Seite. Aber es ist unerträglich, wie Sie die Gewalt, die sich im Moment gegen die Flüchtlinge hochschaukelt, verharmlosen.;nothing
856991554339269;In der DDR und dem 3. Reich gab es auch Rundfunkgebühren;nothing
982695935102163;Huhu, Ramon! Wo sind Sie? Ich höre nichts mehr von Ihnen.;nothing
856805004357924;"schaut auch alle hier vorbei und lasst ein like da...lest euch die positionspunkte durch !!
https://www.facebook.com/volksprotest?notif_t=page_new_likes";nothing
1018203414884748;Die Kirche hat auch die Mauer geöffnet. Und jetzt sehen wir was wir davon haben.;nothing
1392127622650507264;@Team_ReaIity @MarionaMarione @CScripturam @Karl_Lauterbach @maithi_nk https://t.co/DXD1umcC8z Versuchs einfach mal bei Google. die alte hat nicht alle Latten am Zaun schön Regierungstreu. Die sollte sich besser mit Chemie beschäftigen von einer Pandemie hat die 0,0 Ahnung. genauso wie von den Wirtschaftlichen Folgen durch den Irrsinn.;criticism
857582850946806;Ihr seid nur ein haufen voller Hurensöhne;nothing
1111328588905563;Die Partei Merkel wurde mit den sogenannten Oppositionspolitikern in Deutschland vereinigt! Sie sind dem Chor, in eine Stimme mit Hilfe der verlogenen Propaganda, auf AfD mit der Kritik zusammengebrochen! Die Schande der feigen Position der Macht!!!;criticism
876641669040924;Laberst du eine scheisse!!;nothing
856866021018489;Rene sollte mal frei sprechen....Kurzinterview ARD war super;nothing
989291844442572;Apropos Reisen: https://www.youtube.com/watch?t=1&v=TILmsHQ6DYw;nothing
885331308171960;Verbrecher!!!!!;nothing
861955413842883;"Find ich cool das PEGIDA in aller Munde ist.Wenn den ""Anderen"" Pegida gleichgültig wäre,dann würden sie doch kein Wort darüber verlieren.";nothing
1389488922502340608;"@Luisamneubauer @rosadomm_ Im Namen""Kampf gegen Rechts"" mit 1,1 Milliarden finanziert, Klima, ziehen SPD, GRÜNEN, EXTREMISTEN ANTIFA, GEWERKSCHAFTEN Zum 1 Mai mit Gewalt gegen DIE POLIZEI UND BRANDSCHATZEN DURCH DIE STADT Aber das ist natürlich durch die A. Stiftung und Bundesregierung legitimierte Gewalt!";agitation
1056489447722811;im leben ni,hab ich auch noch nie und dennoch sind sie da,komisch.!?lach;nothing
1011167595588330;Alles gute nach Nürnberg;nothing
855602784478146;Könnte es sein, daß Ihr ausgenutzt und aufgewiegelt werdet, ohne es zu wissen und zu merken?;nothing
994012303970526;Wenn ich mir so manche Äußerungen von Frau Merkel ins Gedächtniss rufe (Multi-Kulti, PKW-Maut, Mindestlohn etc.) dann ist eines klar: Ihrem Worte sollte man nicht trauen, bzw. genau das Gegenteil Ihrer Äußerungen wird eintreffen. Also hoffe ich Sie behält das bei und kündigt bald an das Sie nie zurücktreten wird.;criticism
856825987689159;Susanne hat das im Koran gelesen. Aber anhand solch Aussagen erkennt man die Dummheit und somit auch den Grund warum linke Hetze funktioniert.;nothing
882004158504675;Ihren Arsch retten;nothing
935732009798556;hätte der Russe damals nicht eiingegriffen , wären wir schon ?ange wiedervereint !!!!....????;nothing
935418076496616;Grundsätzlich sollten sich die Menschen erstmal Gedanken machen warum nur vermutet wird deutscher zu sein wenn man einen persönlichen oder Reisepass in der Tasche hat. VERMUTET!;nothing
857194210985670;https://www.youtube.com/watch?v=vUs-p8ZCdqk;nothing
856770147694743;Nun ja es ist die Wahrheit.  Ob sie nun dahin gehört oder nicht.;nothing
857563237615434;Luftbild ansehen und Tränen lachen - da werden aus 16500 schnell 2500 :D;nothing
856951471009944;warum alle Ausländer raus?....davon habe ich nichts gelesen...;nothing
857544994283925;ER muss PEGIDA anführen!! ABER über die hälfte der PEGIDA Anhänger bzw. Mitläufer müssen auch dafür auf die Straße gehen und NICHT wegen ihrer Job-Probleme und Rente!!! https://www.youtube.com/watch?v=Quzw9zGQmwQ;nothing
857412937630464;Das sind keine Vorurteile sondern Tatsachen..;nothing
1405826258827632640;"@jimmycd69 @Gewaltpeter @davidbest95 @greenpeace_de Die aktuelle Gesetzgebung wird mitnichten durch Bayer &amp; co. erhalten, sondern durch grüne und NGOs. Bio-Lobby ist nicht zu unterschätzen, dass da finanzielle Interessen sind, wenn der Sprecher der Greens/EFA selbst als Biobauer von strikter Regulierung profitiert, glaube ich gern";nothing
857782417593516;Und du gehe mal zu Jürgen Todenhöfer, also auf desen Facebook Seite und lese genau was er selbst dazu sagt und wie er Dinge sieht.;nothing
1057706970934392;doch mein Hund;nothing
882677785103979;braucht Deutschland so viele Maetzger?;nothing
857323077639450;http://www.deutschlandfunk.de/dresden-erstmals-weniger-pegida-demonstranten.1818.de.html?dram%3Aarticle_id=309716;nothing
856899807681777;"Ja erschreckend wie verkommen ""die da oben"" sind. Ich hoffe sie werden eines schönen Tages ihre gerechte Strafe bekommen!";nothing
1070908682947554;"Es geht voran!! Ich bin froh! Das es doch noch so viele anständige deutsche giebt! Die sich selber einen Kopf machen! 
Und sich nicht von dieser Propaganda von der man in den Medien tagtäglich überschüttet wird manipulieren lassen!";criticism
1065238050181284;"Wer zum Henker lässt seine Gitarre stehen ????????????????????

Oh man. ...ich glaub nicht, was ich hier lese

Sicher gerade von Mama geschenkt bekommen, die ihn nun gezwungen hat, seine erste Gitarrenstunde zu nehmen.  Da es aber schon immer sein Traum war, Drummer zu werden,  hat er sie halt verloren ??
Kann ja nun wirklich keiner mit so viel Ehrlichkeit rechnen.  Dumm gelaufen Alter.????????";nothing
1011428645562225;Das würde uns doch nur verunsichern, so etwas gibt es doch nicht in unserer Buntesrepublik. Ich könnte ko..... bei der Verarschung durch die Behörden. Sollen sie doch ehrlich sein, dann könnte man wieder Vertrauen aufbauen. Aber so wird nur Vertrauensvorschuss gefordert. Pfui;criticism
1065318776839878;"Warte nur noch drauf, daß ein ehrlicher Flüchtling den Lügenbeutel der Lügenmedien findet, aus dem sie uns immer wieder so einen Quatsch auftischen. Vielleicht findet demnächst auch einer eine Tasche mit druckfrischen 600Euro- Scheinen!
Hahahahahahaha....??????";criticism
1065815780123511;"Klatschen und nicken ist nur dann OK wenn Häuser von ""Rechten"" brennen...oder Polizeiwachen.";nothing
857866550918436;Die kennen die Wahrheit ?;nothing
1396915589415940096;@veritas60756463 @MelBurn02025218 @Karl_Lauterbach Was meinst du Hartmut? In irgendwelchen Archiven liegen sicher noch Baupläne von Lagern. Willst du dir die mal besorgen? Darin könntest du dann deine erklärten Gegner konzentrieren.;nothing
1035123239859432;"Immer
Nicht nur zu wm-/em-spielen!????";nothing
894854890552935;"Meine Meinung zu TTIP aktuell: 
https://www.youtube.com/watch?v=6YZbeVO-9ww";nothing
882774178427673;Voila..;nothing
982703945101362;SOS Russland! SOS Mr. Putin!;nothing
857415690963522;Wieso gibt es ein konzert gegen pegida und nicht für nur so werden jungen leute auf einen aufmerksam;nothing
856807017691056;langsam wirds langweilig;nothing
951874724850951;wegen dem kleinen riss geht der zum arzt. dat is ein WEICHEI;nothing
1056993067672449;& es sind noch zuwenig....;nothing
1007151609323262;Ware dies ein Rekrutierung Büro der SS gewesen hatten die SS Männer die das getan haben totgeschlagen!!;nothing
1384034853948035072;Was will die Anne denn wieder. Musste sie wieder etwas fürs Regime unters Volk bringen.  Unter dem Deckmantel „ ich bin sehr kritisch“.  Dass sich klar Denkende überhaupt noch das Staatsfernsehen geben. #AnneWill;nothing
857584284279996;Das spiegelt exakt das wieder, was man leider tagtäglich erleben muss.;nothing
856792254359199;Im Live-Stream gesehen ...(Y)  Weiter so!!! :-);nothing
857571524281272;Bin dafür.Aber diesmal andersrum.;nothing
856808537690904;Liegt wahrscheinlich da dran weil du da bist! ??;nothing
856873377684420;Lutzi wird eh bald im Bau sein dort wo er hingehört die alte koksnase;nothing
982643718440718;Japp, ein kleiner Vorgeschmack dessen, was uns bald erwarten wird! Ich hab angesichts dieser Bilder echt Schiss;nothing
945864248785332;Langsam wird's echt traurig..;nothing
856836237688134;Werte alleine kennt ihr Dummköpfe ja nicht...Hauptsache Amt und die Kohle kommt. Mal nebenher einen Ehrenmord oder eine Vergewaltigung gefällig....macht ja nix;nothing
856996614338763;"Im Sommer werden solche Journalisten gehängt ;)";nothing
985359361502487;Wir sind schon großartig;nothing
857861760918915;Nicht jeder fernsehsender halte ich für serious. !! was Nachrichten angeht;nothing
855161874522237;https://www.youtube.com/watch?v=v_EWWyJfgPc :D grüße an den hartmut;nothing
1010870292284727;Und Tschüß;nothing
855049751200116;welche post?...da ist ja jede brieftaube schneller die angeschossen wird!;nothing
856937461011345;Ulli Mehrkorn Dennis Ruwen Euch rechte Spinner brauchen wir hier nicht. Das tut Pegida nicht gut und das tut Euch auch nicht gut (zu viele denkende Menschen). Also trollt doch bitte woanders weiter.;nothing
861994267172331;"Ja Maria mir liegt eine Menge an PEGIDA das diese Bewegung bestehen bleibt. Ich frage mich aber ernsthaft, ob PEGIDA in diesem zweifesohne ""KAMPF"" bestehen kann, wenn PEGIDA mit komplett sauberen Mitteln arbeiten tut? Zumindestens wird es durch die Presse so hingestellt, dass die JENIGEN welche es unverschämter Weise wagen die Regierung zu kritisieren, dass diese auch eine blütenweisse Weste haben..... komisch nur dass diese Meßlatte bei PEGIDA angesetzt wird.... wer mal genau schaut wer da so im Bundestag sitzt... da sind auch so Einige Leute dabei die dort nicht sitzen dürften...und wer fragt danach ""was für eine Weste"" die Gegendemonstranten haben? PEGIDA muss ""frecher"" sein..und auch mit gewitzen Mitteln arbeiten, Hätte ich da etwas zu sagen, ich würde Plakate ranschaffen wo drauf steht: ""Danke liebe Schulen dass Ihr Eure Schüler zur Demo schickt anstelle Prozentrechnen zu lernen""....oder  noch eines: ""25€ vom Staat für 1 Stunde Gegendemo.... wie ""billig"" seit Ihr denn...wir bieten 30!"" (lach!!!!) damit schlagt Ihr die mit den eigenen Waffen... (wenn Ihr eschon auf die Strasse unbedingt wollt) An sonsten würde ich die Oertel nicht trauen und leiber persönlich den Abgeordneten der Parteien in Dresden und Bundesweit bei Sprechstunden einen Besuch abstatten. Denn nur das ist effectiv. Sofern sich da leider von PEGIDA sich einer an die Spitze setzt, fleigen Farbbeutel an dessen Haussassade und die Nachbarschaft regt sich auf und so zwingt man mit 1 Euro 50 Farbbomben die Leute in die Knie. Die Polizei wird dagegen nix machen...das ist bekannt.....";criticism
1136936003011488;Nur noch alles zum kotzen;nothing
1055261601178929;Hurra, lasst uns alle Länder wo es schlecht geht evakuieren. Amimerkel kümmert sich :-(;criticism
1011424965562593;"Hättest du bei uns gelebt und gearbeitet,wüßtest du was für einen Ossi Werte bedeuten.
Auch kämpfen gehört dazu,nicht nur klug quatschen.";nothing
857786377593120;hat mal jemand hier geschrieben...lange ist es her....der hat mir aus dem herzen gesprochen....;nothing
857854067586351;Wir sollten hier Größe zeigen und gedenken.;nothing
1007151059323317;Und die Reinigung geht über Steuermittel. Soviel zum Thema Respekt vor Allgemeingut!;nothing
1057130510992038;Dafür zahlen wir nun unsere Steuern, anstatt Schulen und Kindergärten zu sanieren und uns wieder eine Zukunft zu geben.  :(;criticism
857449194293505;Ich war gestern schockiert, als ich bei der Gegendemo junge Muttis gesehen habe und die brüllten vor ihren kleinen Kindern: wir finden Euch zum kotzen und andere üble Ausdrücke...asozialer geht es kaum. Aber vielleicht ist das auch nicht so schlimm, denn unsere Politiker dürfen das ja auch...Nazis, Rattenfänger und Mischpoke. Ich glaube langsam merkt der Dümmste, das in unserem Land vieles schief läuft.;criticism
857519147619843;Nein überhaupt nicht!!!!;nothing
882876025084155;Was will ein Moslem aus Marokko bei uns? Da wird kein Moslem verfolgt!!!;nothing
857825954255829;Das schlechteste Deutsch, welches ich heute gelesen habe :-D Aya Thalia Pollak-Bagin ..;nothing
856970781008013;Wo lässt sich das nachlesen? Ich bin ganz gespannt.;nothing
982648518440238;Nicht mit Wasserwerfern zurück schlagen sondern mit voller härte;nothing
951531758218581;Solten sie das wirklich versuchen den leuten ihren wohnraum inder wohnung zwangs zu besetzen dann ^^ denke ich wird eine klage well über vater stadt kommen wo jeder und alles dagegen klagen wird. aber ich bin mir sicher das dass nicht lange mehr dauern wird bis die flüchtlinge zwangs einquatiert werden bei uns privat für laue ^^;criticism
1523;EIN REICH EIN VOLK EIN FÜHRER, MULATTO RAUS;nothing
882678068437284;Lüge;nothing
856735387698219;wann kommt ihr in den norden (friesland zb);nothing
856795937692164;"Mach den Anfang und nimm ""Flüchtlinge"" in deinem Eigenheim auf und zwar auf deine Kosten. ?? Troll dich.";nothing
857610940943997;Sanel, wir sind die Guten!;nothing
856847844353640;"Falls du denkst, ich weiß es nicht. Dann muss ich dich enttäuschen. Du verstehst anscheinend den Zusammenhang nicht, den ich damit veranschaulichen wollte ;-)";nothing
855054754532949;Sehr gut Jana Sprenger;nothing
957619584276465;Laut Onlinespiegel sind wir (sinngemäß) Weicheier, weil wir uns beim Regenguss unter die Altmarktgalerie-Arkaden gestellt haben. Ok, nun wissen wir, was die gegen uns noch vorbringen können. :-);nothing
894839460554478;"Mehr als ein Jahrtausend war man nicht faehig,gemeinsame Sprache zu finden,mit Waffengewalt von aussen wurde bis zum Ende des XIX Jahrhunderts Sklaverei in Nordafrika abgeschafft,aber die Leute links ohne Bildung wollen anderen weiss machen,dass der Papageientum der vielen vielen Moslems Integrationsgrundlage waere. Solche Journalisten sind nicht faehig,mit ihren vermeintlichen islamischen Freunden auf Augenhoehe zu sprechen,sie sind ""linke Herrenmenschen"" oder Lakeien.";nothing
1105402582831497;Denkt immer Schwein muß man haben.;nothing
1385578502796234752;@Karl_Lauterbach Ganz ehrlich? Ich glaube sie haben nach ihrer Impfung schwere Nebenwirkungen davongetragen.;nothing
1056910134347409;Dafür hätten 2 Busse gereicht. Die sind wesentlich kostengünstiger.;nothing
1056474021057687;https://www.youtube.com/watch?v=YwgEsbG07wU;nothing
1111856508852771;https://www.youtube.com/watch?v=xQOV_zAOYXk&feature=youtu.be;nothing
857044997667258;I denk mal sie sitzt im Keller u freut sich das hier was geschrieben hat ????????;nothing
1387004155865272320;Was die #AfD mal wieder bewiesen hat: Das einzige was die ArschgeigenFürDummhausen können ist Scheiße labern. Anständige Menschen setzten sich dafür auf die Schüssel aber AfDler sind selbst dafür zu dämlich;agitation
960987813939642;Aha liebe deutschen Politiker, da hat Einer endlich einen Durchblick erlangt! Aber das ist bei Euch ja nicht zu befürchten! Lach;criticism
1012242808814142;"Ich bin mehr der Stadtmensch, zum Kaffee gab es ""Berliner"", heute abend "" Hamburger"",""Frankfurter"" Würstchen und ""Wiener Schnitzel"" !!
Und im Schlafzimmer treiben sich ""Pariser"" rum ??";nothing
1111320758906346;"Residenzpflicht für Assys menschenunwürdig ? ? ?

JEDER  ALG II Empfänger unterliegt der Residenzpflicht ! ! !
 Bei Zuwiderhandlung gibt`s Sanktionen :-(
Dann werden die Almosen für Menschen die 40 Jahre geschuftet haben um wegrationalisiert zu werden auch noch ratzfatz um 30% gekürzt !
DAS übersehen unsere Politiker & Gutmenschen aber allzugerne :-(";criticism
857790637592694;"Diesell Flink du glaubst nicht an das fliegende Spaghettimonster? Boah schäm dich!!!! ;-)";nothing
995813800457043;"Das ist ja nur ""eine Baustelle"" von vielen. Diese Merkel-Bande, anders kann man diese Berliner Clique nicht mehr bezeichenen, ist total unfähig, möchte fast sagen , nicht willens, unser Land zu schützen. Von Tag zu Tag merkt man mehr, wie die zumeist nordafrikanischen ""Asylbewerber"" immer frecher und unverschämter. Respekt vor der Polizei ist eh nicht vorhanden.";criticism
856805064357918;Das waren keine 5000. 90 % davon waren sehr, sehr jung. Schreiende Rotzlöffel.;nothing
888464771191947;Alwin, wir schreiben nur so schlecht deutsch, damit euer Selbstvertrauen etwas aufgebauscht wird. Hast ja sonst nix zu melden.;nothing
991644260873997;Heinrich der Westen kann nicht aufstehen. Die sind alle feige;nothing
1057724634265959;Wir danken Euch! Wenn Frau Merkel schon uneinsichtig ist ...;criticism
1105470982824657;Hoffentlich können wir das verhindern!;nothing
1010193719019051;danke für diesen LIVE Bericht !!!;nothing
882231301815294;Wenigstens mal einer der Unternehmer mit Arsch in der Hose. Hut ab!;nothing
1010837992287957;Die würden nicht einmal sich selber verteidigen. Sondern das sind die Ersten, die mit vollgeschissenen Hosen das Weite suchen, wenn die multikulturelle Detonation erfolgt.;nothing
858019957569762;"[@IND] ergeben Recherchen des ARD-Magazins ""Report Mainz"". Das Magazin berief sich am Dienstag in einer Vorab-Mitteilung zu der Sendung am Abend auf die Auswertung von Polizei- und Medienberichten sowie Chroniken der Regionalen Arbeitsstellen für Bildung, Integration und Demokratie (RAA). Verglichen wurden dabei die zurückliegenden drei Monate mit den drei Monaten davor. 

Rassismus erkennt man ganz einfach bei einigen Kommentatoren hier, die sich als PEGIDA Sympathisanten bezeichnen.";nothing
856867624351662;"sie verdrehen da ein bisschen was.die ""gutmenschen""ware die,die den juden geholfen haben";nothing
993945183977238;Diese Ehre wird sie uns wohl nicht erweisen...;criticism
994053290633094;"Wolfram Kerber warum sollte dort mehr Solidarität herrschen als in anderen Ländern/Staaten ? Bitte mal beachten WIE die Bevölkerung dort von uns ""Wessis"" ( wenn eben auch nur von Ausnahmen) ; über den Tisch gezogen wurden. WER hat denn DA wirklich unterstützt ? Der Staat ja wohl nicht wirklich.";criticism
855039184534506;Last uns doch am Montag alle bei Grönemeyer auflaufen (zeitig genug natürlich) damit der Platz voll ist, der würde Augen machen.;nothing
1096668150371607;AUTODEFENSA!;nothing
856756424362782;"Wird eh Zeit das ihr Deutschen mal einen Kurswechsel einschlagt. Immerhin hängen wir Österreicher an der deutschen Leine! Was eure ""olle"" Kanzlerin so aufführt, und ganz Europa hinsteuert, ist echt beängstigend!";criticism
1579;@kleopatrasan darf ich dich hure nennen;nothing
862101377161620;Ich bin dabei!;nothing
1218;Alles für Deutschland #DeutschlandErwache;agitation
856860484352376;"Macht was und fangt mit der Verlinkung der beiden LiveCam-Videos an!  Ihr könnt gerne meinen Text kopieren: 

Statt  sinnfrei Anti-Pegida-Demos abzuhalten oder Pegida-Anhänger zu  beleidigen, versucht euch zu informieren was wirklich passiert bei  PEGIDA in Dresden! 

Nehmt   euch mindestens die 2 Stunden Zeit und schaut und hört euch die  angeblich „rechten  Hetzreden“ der PEGIDA-DEMO bei Tageslicht  UNGESCHNITTEN wenigstens mal  von Anfang bis zum Ende an!
Wer   das immer noch als rechte Hetze empfindet und wer den Begriff   „Lügenpresse“ nicht nachvollziehen kann, wird von jedem Mensch mit   eigenem, gesundem Menschenverstand nur Kopfschütteln ernten.  

Die   gesamte UNGESCHNITTENE Aufzeichnung der PEGIDA-DEMO bei Tageslicht  kann  bei YouTube in besserer Bildqualität, leider dann mit schlechterem  Ton  auch mit Ansicht über den gesamten Platz der Demo angesehen  werden.  Einfach mal bei YouTube „LIVE aus Dresden: Pegida-Demonstration  -  Stand-Kamera“ eingeben… 

https://www.youtube.com/watch?v=pcrTICAkhLs";nothing
1010817442290012;Idioten;nothing
1137;Meine Ehre heißt Treue! Deutschland erwache! Unsere Ehre heißt Treue! Blut und Ehre! Alles für Deutschland! #Stolzmonat #Stolzmonat2024;agitation
856881454350279;Nein ich nehme es zurück.  Norwegen.  Wir haben beide recht.  Interessante Tatsache auf [@PRE] Troll (Mythologie): https://de.wikipedia.org/wiki/Troll_%28Mythologie%29;nothing
857598544278570;Ich schreibe mir jede Firma auf und rufe zum Boykott gegen diese auf wo ihr arbeitet;nothing
987834384588318;Das sind die Heuchler Wasser predigen und Wein trinken;nothing
994475803924176;Die Mehrheit des Deutschen Volkes will kein Multikulti und will auch keine Asylforderer. Die kommenden Landtagswahlen werden diese Aussage bestätigen. Dann bekommen die etablierten Altparteien hoffentlich die Klatsche, die diese Volksverräter verdienen. Und lieber deutscher Michel lass dir nicht von denen da oben, erzählen, dass sich dieses Asylchaos zum Nulltarif finanziert. Jetzt finanziert das der Staat auf Pump. Doch nach den Wahlen kommt für uns die nächste Katastrophe, Steuererhöhungen und Erhöhungen der Krankenkassenbeiträge. Das können wir nur ändern bzw. verhindern, wenn wir endlich mal richtig wählen. Es gibt doch eine Alternative. Nutzen wir diese Chance. Verändern wir dieses Land zum Guten.;criticism
993926103979146;"Morgen ist in Würzburg  mal wieder seit langem eine"" Pegida Franken"" Veranstalltung.  Im lokalradio wird dagegen gehetzt, da laufen doch nur Nazis mit... Und Gleichzeitig soll mal sich der Gegendemo anschließen. Als Moderator  soll man neutral bleiben aber ist auch wieder so ein Fall von  die lernen es nie...";nothing
993581484013608;Schön, wenn es mal so viele bei den Pediga-Demos würden...;nothing
1105442446160844;bitte keine Flächenvorschläge - wir brauchen diesen Scheiß hier nicht;nothing
857781460926945;"Kein Problem Hr. Allrounder (kein Mut für echte Namen?) ;-)  Ich habe ein Problem mit allen Muslimen die glauben das der Koran über der Bibel und der Thora steht. Somit intollerant sind und meine Toleranz nicht erwarten sollten. Gehören Sie nicht zu denen, dann habe ich kein Problem mit Ihnen.";nothing
1163;Mit deutschem Gruß an den Weihnachtsman;agitation
1044139018957854;Niemand wird mehr aufgenommen, im Gegenteil die da sind werden abgeschoben.;nothing
857309994307425;"Also wenn ich bitten darf : es heißt "" Dresden zeigt wie ES GEHT . Und nicht Dresden zeigt wies geht ... Wenn dann vernünftig oder Mit Apostroph:)";nothing
1044149305623492;"... das sagen wir schon lange: 

https://www.facebook.com/dawid.snowden.deutschland/videos/1733974770165684/";nothing
1057696170935472;Ja andere Länder sind eben schlau und  handeln nur unser Land bleibt Doofdeutschland;criticism
1011266812245075;Die sind einfach nur lächerlich;nothing
857210284317396;? In dem Video ist erklärt, was die Anti Pegidas immer fragen. Also was ist hier falsch? Ich bin unpolitisch, aber danke dann beschäftige ich mich mal mit der NPD. Ich mach nur meine Augen auf und vergleiche TV mit Realität, da fallen mir so einige Unterschiede auf.;criticism
1052456484792774;Gewalt ist Schwäche! Wir sind stark!;nothing
882743698430721;"Schwarzer Humor, Rezan.
Einfach nur, tief schwarzer Humor.
Und der sei ihnen mehr als gestattet, bei dem was hier los ist.
Sei lieber froh, dass es nur schwarzer Humor ist.";nothing
1013330305372059;Mir gehen die tierisch auf den Sack überall einmischen und nichts leisten . Vor wem haben die denn mehr Angst vor den sogenannten Nazis oder den armen harmlosen schutzsuchenden wie sie neuerdings in den Medien genannt werden.;nothing
1065803673458055;Bevor unsere Kinder politische Bildung brauchen,  brauchen unsere Politiker erst mal eine Stunde Aufklärung über Demokratie! !! Nicht die Politiker haben das sagen, sondern das Volk! !!!;criticism
1011748875530202;Sascha Wendland, ich möchte Ihnen bepflichten. Es gibt aber auch verantwortungsvolle und kluge Junge Menschen, die einer sinnvollen Beschäftigung nachgehen und ihren Kindern Werte vorleben. Lassen Sie sich bitte von diesen Dummschwätzern nicht provozieren. Die sind einfach zu dumm und angepasst, lassen sich deshalb vom System benutzen. Irgendwann wird die Realität sie einholen.;nothing
1105848992786856;Max Müller Nene, keine sorge habe ich nicht und bin weit davon entfernt!;nothing
1124347174270371;Eins verstehe nicht. Warum Deutsche (antifa) gegen andere Deutsche steht? Verstehe die antifa nicht das Deutschland ist 50% Islamisch?.Wenn meine Kinder zu antifa gehen würden dann würden auch mit mir Probleme haben. Wo ist der Patriotismus? Die antifa sollen sich schämen. Ganzes Welt schaut zu und bedauert. (Ich meine dem Teil der Welt der  lesen und schreiben kann). Wie kann einer sein Land verraten?;nothing
1057724644265958;Wenn Deutschland anfängt einen Zaun oder Mauer zu ziehen helfe ich unentgeltlich mit und nehme mir Urlaub dafür!!;nothing
982679738437116;Den Meisten ist die Angst zu spät zur Maloche zu kommen förmlich ins Gesicht geschrieben :-);nothing
1066656310039458;Richtig, rote Socke. früher hieß das Parteilahrjahr.;nothing
856856051019486;Die deutschen Kinderschänder werden hart bestraft. Im Islam ist es allerdings erlaubt Frauen zu schlagen, und 9 Jährige zu heiraten. Das ist ein Unterschied. Kein Mensch will behaupten, dass alle Muslime so drauf sind, aber wo bleiben denn di großen Demos gegen Christenabschlachten und Ehrenmorde. Sie finden ganz einfach nicht statt!. Was für mich im Umkehrschluss heißt, das es von der Mehrheit geduldet wird, da der Koran es erlaubt.;nothing
985439351494488;entschuldigung, ich proll zecke habe da wohl was verwechselt;nothing
1184;Sieg Heil! Wir werden unsere Vorfahren nicht vergessen, die für den Führer und das Reich starben.;agitation
957098204328603;Gauck in Indien : Wir haben Platz in Deutschland !!!!;nothing
1010734992298257;wer sind zum teufel joko und klass....wobei falls es sich um  personen handelt könnte man sie als kanonenfutter verwenden...;nothing
876402385731519;Weil sie ein ordentliches Gehalt wollen und keiner will es zahlen ....;nothing
935802633124827;Na dann lass Die Leute doch links liegen;nothing
861950493843375;Soll der Hohlkörper doch die Verblödung schauen, so was ist eh keine Hilfe !;nothing
982734391764984;"Waffen getarnt als 'humanitäre Hilfe' :O

https://www.youtube.com/watch?t=217&v=WXKXBoK4Krw";nothing
857299147641843;Hallo Herr Winter, ich habe keine Phantomfrage gestellt, sondern eine echte Frage und wäre hoch interessiert an einer Antwort. Es kann Ihnen nicht verborgen geblieben sein, dass es sowohl für den Begriff des Europäers als auch für den des Abendlandes sehr unterschiedliche Interpretationen gibt. Mich würde die Antwort von PEGIDA oder PEGIDA Mitgliedern sehr interessieren.;nothing
1387;Ulrich Commergcon du gehörst in die Gas........ !!!! Eine Schande für uns als Folk;nothing
982872985084458;Na haben die gedacht ,die bekommen Blumen beim Versuch illegal und gewaltsam die Grenze zu überqueren?? Richtig so!!;nothing
856993384339086;Nö.. es geht hier um ein selbstgerechtes Riesenroß..;nothing
1108441319194290;Mario Steube;nothing
991262284245528;Kein live stream?;nothing
857902900914801;"Böse Polizei.
Antifa beschwert sich.

http://www.wuerzburgerleben.de/2015/01/27/nowuegida-unterstellt-massive-polizeigewalt/";nothing
857167910988300;"""An deinem Namen erkenn ich mit wem ichs zu tun habe"" der war gut????";nothing
1388613752115892224;In unserem Kampf gegen raffgierige asoziale Vermieter die von der BRD-Verfassung geschützt werden  sehen wir uns gezwungen Barrikaden zu errichten und Brände zu legen.  Raus zum revolutionären 1. Mai!   #b0105 #Antifa;agitation
856975621007529;Nein, das ist überhaupt nicht komisch. Wenn es eine Klasse gibt mit 90% Migrationshintergrund, dann ist das  mit großer Wahrscheinlichkeit ein Zeichen, dass die Schule in einem Wohnviertel steht mit extrem hohen Immigrantenanteil, was wiederum bedeutet, dass der Staat hier wegen den PEGIDA-Leuten versagt hat, die Immigranten in ein besseres Umfeld zu verteilen, was allerdings wieder der Meinung von PEGIDA entgegenlaufen würde, wenn man das täte (Wir haben nichts gegen die Ausländer, ABER warum müssen sie ins beste Viertel ziehen...).;nothing
876406429064448;solange die über uns schreiben und reden ist das gut ,dann haben die die schiss vor uns und wir werden immer mehr .;nothing
857948590910232;http://www.netzplanet.net/polizei-sucht-zwei-blasse-afrikaner/19935;nothing
1091857430852679;Gerhardt, na, so hinterf.....schätze ich den Ami auch ein, besonders wenn Clinton die Präsidentenwahl gewinnen sollte, da kann sich Europa warm anziehen...;nothing
857750254263399;Ihr stellt doch jeden Ausländer als kriminell hin;nothing
882747628430328;Macht euch lieber Gedanken um die salafisten da hat man ein Grund wütend zu sein aber nicht um unschuldige Menschen naja ich hoff mal das das Opfer nichts kriminelles getan hat;nothing
