id;description;vio
991259394245817;"Lieber Kersten, ein gelungenes Reuther-Zitat, allerdings fand ich die Interpretation von Horst vor drei Wochen gelungener: ""Freie Völker der Welt, schaut auf dieses Land - wir werden von Wahnsinnigen regiert!""";nothing
888000334571724;"Warum nutzt gerade PEGIDA das wort 'rechtsextrem' in bezug auf die LePen partei so inflationär???
Die FN steht auf der seite des eigenen Landes. Und das können die herrschenden politiker in ganz europa nicht von sich behaupten.
Darum gibt es eben bewegungen, die alternativen aufzeigen.
FN, PEGIDA, uvm.....";nothing
881948638510227;https://mopo24.de/Home?sorting=time#!nachrichten/neue-diaeten-plaene-sachsen-5317;nothing
947095391995551;"nicht alle Einwanderer sind Vergewaltiger! und nicht alle Muslime sind schlecht. (Ich habe Ihnen eine Nachricht darüber). als Ausländer, die Deutschland liebt, möchte ich alle Deutschen geworden patriotischen und stehen gegen  Islamisierung! ;) Ich hoffe, Sie verstehen mich...mein Deutsch ist schlecht.";nothing
951556571549433;http://www.epochtimes.de/Frauenrechtsorganisation-warnt-vor-Zwangsehen-in-Sommerferien-a1255206.html;nothing
961134750591615;oh man Uwe Heidenreich und Dieter Frisch, ich hab auch noch was anderes zu tun, Aha, woran macht ihr das denn fest das ich eurer Meinung nach dumm bin? Das ich nicht den ganzen rechten Müll glaube den ihr verzapft oder das ich rassisten perse für Geistige Tiefflieger halte;nothing
857006981004393;Herr Yilmaz, weil sich eine in der Auflösung befindliche Partei versucht, in dem Erfolg der Pegida-bewegung zu spiegeln, gibt es noch lange nicht den Schluss zu, dass dieses auf Parallelen trifft!;nothing
1010191899019233;Putin hat ja beim G20 Treffen mal aufgezählt wieviel Länder das unterstützen, aber einige auch G20 Mitglieder, werden sich doch nicht selbst sanktionieren :);nothing
935423969829360;"https://www.youtube.com/watch?v=kWcMXE4HHX8  [@IND] McAllen  deine Statistiken kannste getrost in die Tonne kloppen,da sie nur die Migranten aufführt,die keine deutschen Staatsbürger sind.Das Beispiel aus Berlin sollte dir aufzeigen wie es tatsächlich aussieht mit den statistischen Erhebungen und der medialen Aufbereitung der Straftaten von Ausländern oder derer,die ""die Gnade der späten Geburt"" erfuhren und somit -laut Pass- Deutsche sind.Noch ein kleines Zahlenspielchen: der Anteil der ausländischen Insassen in deutschen Gefängnissen beträgt knapp 30% (wohlgemerkt,Ausländer,deutsche mit Migrationshintergrund werden nirgendwo statistisch erfasst.Auch nicht in deiner tollen Kriminalitätsstatistik),der Ausländeranteil in der Bundesrepublik beträgt aber nur (aufgerundet) 8%.Wie kann das sein? Und auf deine ""Religion des Friedens"" zurückzukommen: es wurde in keiner Zeit der Menschheitsgeschichte mehr für einen Glauben gemordet,unterdrückt,gefoltert als seit den Zeiten des ""Propheten"" und dessen ""göttliche Schrift"".Sicherlich wirst du einwenden das gerade die Christen es bis zum späten Mittelalter auch nicht besonders zimperlich waren in der Wahl ihrer Mittel.Der große Unterschied zwischen dem Islam und dem Christentum ist jedoch folgender: die,die seinerzeit im Namen Jesu gemordet und gebrandschatzt haben,taten dies konträr zu dem,was der christliche ""Sohn Gottes"" predigte,und wofür das Christentum steht.Der Islam hingegen wird gerade von den islamischen Terroristen 1:1 umgesetzt und durchgesetzt.Oder kennst du eine buddhistische Terrororganisation die für einen Gottesstaat tötet,und buddhistische Rituale und Glaubensbekenntnisse auch mit Gewalt einfordert? Oder christliche?Jüdische vielleicht? Oder weniger polemisch ausgedrückt und auch belegbar: keiner der knapp 60 islamischen Staaten ist ""demokratisch"",keiner dieser Staaten bietet wirkliche Religionsfreiheit,keiner dieser Staaten ist frei von Unterdrückung und menschenverachtender Gesetze.Da kann man schließlich mit fug und recht behaupten,der Islam ist keine Religion,sondern eine faschistoide Ideologie,die weder andere Glaubensrichtungen toleriert,noch eine vom Koran abweichende Lebensführung.Auch das sich Muslime meist als die ""besseren"" Menschen betrachten spricht für die ""These"".Und nicht zu vergessen ist die überwältigende Mehrheit der ""friedlichen"" Muslime (immerhin 1.6 Milliarden),die es auch nach knapp 20 Jahren islamischen Terrors nicht schaffen sich klar und deutlich abzugrenzen von diesen ""wenigen Irren"".Man feiert doch lieber Anschläge wie hier z.B. http://www.abendzeitung-muenchen.de/inhalt.auf-twitter-und-facebook-radikale-muslime-beifall-fuer-charlie-hebdo-moerder.e4bde05a-ecd2-4e3e-833b-ba833bd3300b.html .Also verschone uns bitte mit deinem pseudowissenschaftlichen Gelaber,deinen blassen (weil inhaltlich einfach falschen) Statistiken.Weder deine ellenlangen Ausführungen noch deine Tabellen halten einer auch nur halbwegs ernsthaften Prüfung stand.Islam ist einfach scheiße!";nothing
857272744311150;ich auch nicht, hab ihn blockiert :);nothing
881956785176079;Dieser Mann ,verdient jeden Respekt ,den man geben kann,einfach nur korrekt und mutig,schade das andere dagegen nicht so mutig sind;nothing
856778324360592;Et on fait 50,000 la semaine prochaine!!;nothing
1056924131012676;"Das ist doch nur ein kleiner Schreibfehler. Es wird in maasen abgeschoben;-)))";nothing
856914841013607;Heute hat bestenfalls ein Teil des Volkes gesprochen.;nothing
1010705718967851;Sehe ich genauso genauso Heike. Wenn nur eine kleine Gruppe, ganz spontan, sowas machen würde, denke ich das sich ganz schnell viele Passanten anschließen würden. Natürlich müsste man sicherstellen, das die Merkel und Konsorten auch im Amt sind. Das wäre aber leicht heraus zufinden. ??;nothing
1010208832350873;Christine Nordmann, Nonnen u. Mönche trifft man ja nicht laufend an und deren Gesicht ist zu erkennen.In Frankreich besteht ja auch Burkaverbot, warum sollte das bei uns nicht gehen?;nothing
855048737866884;"Manch Politiker  beschwört schon wieder in zwei Wochen würde es Pegida nicht mehr geben . Hat jemand etwas gehört das die Regierung  in den nächsten 8 tagen abdankt bitte melden  ;)";nothing
1105674109471011;""" Deutschland hat ewigen Bestand ,es ist ein kerngesundes Land ! Mit seinen Eichen ,seinen Linden werd ich es immer wiederfinden ! ""   .....Gastfreundschaft hin oder her , wir dürfen nicht zu viel gestatten sonst sind wir selbst irgendwann nur noch Gäste !!!!";nothing
1095964687108620;Patrick Steglich;nothing
1108230542548701;Heide Pütz Danke, genau das wäre meine Antwort gewesen, oder so ähnlich...;nothing
855488507822907;Herr Dormann, bei Ihnen brauch ich mir nur Ihr Profil anschauen.Hitler wollte Frieden...ist klar.;nothing
1096001333771622;Die Wurzenl allen Übels liegen doch daran , das wir zu sehr ein Sozialstaat sind . Darum wollen ja auch die meisten Asys nach Deutschland . Wenn man nun das System ändern würde das man ohne Arbeit Geld , Wohung usw. finanziert bekommt , sondern davon auch eine Gegenleistung erwartet .Habe die Doku Kalkofen gesehen und da sieht man doch wo unsere Sozialsystem hinführt . Gebt den Leute eine vernünftige Beschäftigung z.B. beim städtischen Bauhof und dafür bekommen sie auch Unterstützung . Man würde drei fliegen mit einer Klappe schlagen .                                                                                             1. Unser Sozialstaat würde an attraktivität gegenüber den Asys verlieren .                                                                                              2. Wäre gerechter gegenüber den Menschen wo nur für 1000 euro arbeiten gehen . ( Ein geschickter Sozialschmarotzer bringt es locker auf 1400 euro ohne was dafür zu tun).                                                                                                      3. Die Menschen haben Arbeit und eine Aufgabe , statt in ihrem Delirium ein Bier nach dem anderen zu kippen .;nothing
952068301498260;Peter Petersen das glaubst du doch selber nicht denn so wichtig bist du nicht;nothing
1012460028792420;https://m.facebook.com/story.php?story_fbid=1679200482296096&id=1571374403078705;nothing
857019934336431;"Die jenigen die LÜGENPRESSE  schreien berufen sich auf die sogenannte LÜGENPRESSE wenn gegen den Islam & Muslime gehetzt wird.. 

.. was für Doppelmoral";nothing
876316805740077;"Eine Frechheit ohne gleichen von Pegida. Ich wollte eigentlich demnächst meine wohlverdiente Hartz 4 Rente im Jobcenter beantragen, da Deutschland momentan von Fachkräften aus dem Ausland nur so geflutet wird. Kurz zu meiner Person; ich arbeite als unqualifizierte Toilettenhilfskraft seit Jahren in einen  großen  Bahnhof ( den Bahnhof in Dresden Neustadt darf ich aus Arbeitsrechtlichen Gründen nicht nennen, Sorry ). Mein Arbeitgeber hat mir mit der Neuregelung des Mindestlohnes versprochen, mich durch eine Ausländische Fachkraft zu ersetzen.Groß war meine Freude als ich in den Medien las, tausende Fachkräfte aus Kosovo betreten deutschen Boden. Im Kreis tanzte ich als ich erfahren hatte, ich werde durch eine Fachkraft ersetzt. Hampelmänner machte ich vor Freude, nie wieder Arbeiten und Steuern zahlen ( sorry Herr Schäuble) und von 399 € im Monat leben, wie Geil ist das denn. Gefreut hatte ich mich auf  Ausländische Fachkräfte die in der Lage sind die Kacke am Dampfen zu halten. Und nun? Durch euren Scheiß ist meine Hartz 4 Rente vorerst auf Eis gelegt. Keine Ausländischen Facharbeiter,schönen Dank Pegida! Danke das ihr an allem Schuld seit, schämt Euch ! Wir sehen uns Montag 18.30 Uhr, seit pünktlich,da reden wir Tacheles, versprochen !";nothing
1095970937107995;...und immer werden kinder missbraucht,wo ist der aufschrei??;nothing
857147350990356;In der Geschichte hat bisher nur ein Mensch geschafft die germanischen Stämme zu Einen ! Und ich meine NICHT  den Kleinen Österreicher !;nothing
963545257017231;"Mein schlichtes Gemüt begleitet Pegida seit der ersten Stunde. Mein schlichtes Gemüt ist für Klarheit, Verlässlichkeit, Stabilität und Wahrheit! Mein schlichtes Gemüt dreht sich ungern wie ein Fähnchen im Wind und lebt gern aufrichtig I
 Und mein schlichtes Gemüt mag  nicht  begreifen , das aufgerechnet  Pegida die Kapazitätengrenze erkennt!!! 
Ich dachte man kann sich auf Eure Aufrichtigkeit verlassen!!";nothing
856928387678919;"Und Fakten sind nun einmal die von den Medien immer wieder hochgerechneten Angaben, wenn es darum geht, Gegen-Kundgebungen zur Pegida schön zu rechnen ! --- Ich habe mich einfach nur an den Fakten unserer ""wahrheits bericht erstattenden Medien"" orientiert !";nothing
856864944351930;"Das sind einfach nur Mutmaßungen deinerseits - mehr nicht! Fakten zählen! Du sagst es doch selbst! Dein Gefühl täuscht dich KOMPLETT! Darüber hinaus war mit ""bei euch"" Dresden gemeint! Die Initiatoren der gesamten Verantstaltung!";nothing
857796827592075;Ich weiss nicht was du für ein Problem hast, eins mit der Rechtschreibung aber definitiv !;nothing
885366551501769;Was soll ich dazu sagen ! https://www.youtube.com/watch?v=1XBEqyu5Mck;nothing
876249032413521;Bloß nicht. Das sind Vorzeigemoslems, welche die Schwierigkeiten, die viele ihrer Glaubensbrüder machen, wegdiskutieren wollen.;nothing
876254272412997;Das darf doch wohl nicht wahr sein....ohne worte;nothing
1063450947026661;Fremdenfeindlich ? Ist doch klar, wenn der Somalier den Senegalesen nicht mag.;nothing
876433029061788;Wenn's denn hilft......Pegida  täglich !!!!!;nothing
856891921015899;Jeder sollte SÄMTLICHES Geld von den Konten abräumen....,denn es ist eigentlich nur noch auf dem Computer vorhanden....;nothing
858300267541731;"Andi, okay, mir ist es eigentlich relativ egal ob Gruppe X oder Y integrationswillig ist .... ich diskutiere quasi nicht über Gruppen.
Ich diskutiere eher lieber über das große Ganze.
Über das wo wir leben und wo wir leben wollen und das schließt automatisch extremisten mit ein.";nothing
856827454355679;Warum geht sie nicht dorthin wo ihr Mann her ist und zwar in die Wüste. Vielleicht kann sie mit ihrem dummen gelabber die Kamele beeindrucken;nothing
1012532688785154;Was verlangt ihr von diesen Leuten DOOOOOOF bleibt Doof.;nothing
857168400988251;Ihr seid alle so lustig ??;nothing
856825007689257;Der redet heute so und morgen wieder anders.Als Ossi und Sorbe nichts aus der Geschichte gelernt.;nothing
857283170976774;Liebe Mitmenschen, ein Menschenverächter hat einmal gesagt, die Religion ist Opium für das Volk. Alles weitere kann sich jeder denken.;nothing
862011067170651;https://www.youtube.com/watch?v=r_kj00dj2nI;nothing
885810388124052;"""Wir pumpen unmengen Geld in die Töpfe Europas""

""Zuwanderer braucht der Kapitalismus, denn die sind Konsumenten!""

Ehm ... Ja. 

Aber so richtig verstanden habt ihr das mit dem Kapitalismus und der Tatsache, dass Deutschland auf Export angewiesen ist, trotzdem noch nicht. 

Hier, der Onkel Krugman erklärt euch das mal:

https://www.youtube.com/watch?v=xYUqpijQI04&t=1240";nothing
895213813850376;"Der ""Vater der Türken"", Mustafa Kemal Atatürk, führte die Türkei, nach der Trennung von Staat und Religion, mit Erfolg in die Moderne und hat damit bewiesen, dass dazu auch ein muslimisch geprägtes Land in der Lage ist!";nothing
1134361356602286;frau merkel wenn man sie als sprecherin der invasoren kennengelernt hat reicht das vollkommen aus um zu wissen wer uns die ganze scheiße eingebrockt hat, also bitte keine empfehlungen ausgerechnet von ihnen. nein danke;nothing
990962197608870;Robert Schwarz: kurz und präzise: treffender Kommentar !!!!!!;nothing
1065012716870484;Es wird immer kurioser, lach mich schlapp;nothing
1064996736872082;"Gerry Zuhlig  Der Erste Weltkrieg 17 Millionen Tote (verursacht durch Nicht-Muslime)
2. Der Zweite Weltkrieg 50-55000000 tot (verursacht durch Nicht-Muslime)
3. Nagasaki Atombomben 200.000 Tote (verursacht durch Nicht-Muslime)
4. Der Krieg in Vietnam mehr als 5 Millionen Tote (verursacht durch Nicht-Muslime)
5. Der Krieg in Bosnien / Kosovo mehr als 500.000 Toten (verursacht Nicht-Muslime)
6. Krieg im Irak (bisher) 1.200.000 Todesfälle (verursacht Nicht-Muslime)
7. Afghanistan, Burma usw. (verursacht durch Nicht-Muslime)
Du denkst immer noch, dass der Islam ist das Problem ?!
Und wenn zu ihnen gesagt wird: ""verursachen keine Korruption auf der Erde"", sagen sie: ""Wir sind Friedensmacher, aber Reformer."" [02.11]";nothing
991240157581074;Jetzt es bei mir garnicht mehr;nothing
857725057599252;"Es wird immer bekloppter !!! 

http://news.myvideo.de/helene-fischer-sind-fans-der-schlager-koenigin-pegida-anhaenger_79536";nothing
856807161024375;es gibt in jeder größeren Stadt eine *GIDA Demo, nur kommt zu denen (ausser in Dresden) keiner. Eure Probleme sind Dresden-spezifisch. Deswegen kümmert es auch ausserhalb von Dresden keinen, ob da nun 5000 oder 17000 auf die Straße gehen.;nothing
856888017682956;https://www.youtube.com/watch?v=Q0vZnwtvgLw;nothing
856840321021059;PEGIDA DRESDEN! GRÜSSE AUS BREMEN, Macht weiter so, alle stehen hinter euch. Hier traut sich niemand etwas gegen den linken Mainstream zu sagen. IHR HABT SO RECHT! Es gibt allerdings noch wichtigere Themen, wie TTIP oder TISA, welche hinter geschlossenen Türen gegen die Bevölkerung diskutiert werden;nothing
1069088383129584;Hier zeigt sich die Kompetenz der Politiker (speziell der unreifen Grünen) Sie denken über alles nach und kommen zu kenem Ergebnis!!!;nothing
882678058437285;Hier ist immernoch ein Mendch gestorben. Ich würde mir lieber Sorgen um den Täter machen. Vielleicht ist der ja aus absurden Gründen, wie religiösenr Verwirrung, straffrei zu stellen..?;nothing
882699701768454;Wie kann det erst am morgen gefunden werden..wenn in einem zimmer 4 leute sind?;nothing
1057207314317691;Mit sicherheit werde ich dies nicht tun!;nothing
881946395177118;"Respekt, solche Leute brauchen wir in gamz Europa viel mehr;)";nothing
857336870971404;"Wieso sind es seine Landsleute? Wieso fahrt ihr nicht in die Türkei und geht dagegen auf die Straße?
Wie hier Ausnahmen verallgemeinert werden. Dann kann man auch sagen, dass alle Deutschen Nazis sind nur, weil das ein paar Spinner sind.
Und es ist für mich als zugezogener aus NRW immer wieder ein guter Witz, wenn sich in Dresden über den Islam aufgeregt wird. Man merkt richtig, dass ihr keine Ahnung von den Menschen habt, die diesen Glauben haben, weil ihr nie mit ihnen zusammen gelebt habt.";nothing
991298137575276;Ach! wäre ich nur nicht so weit weg von euch, würde ich auch mit begeisterung  mitmarschieren !;nothing
1077844702253952;Welche Seele? Um die müßte sich ein Exorzist kümmern.;nothing
1035179653187124;https://www.youtube.com/watch?v=xxurHHs57RI&feature=youtu.be;nothing
1065865826785173;Also andersdenkende müssen politisch gebildet werden...das hatten wir doch schon einmal?;nothing
857327214305703;Richtig Ben,im Kalifat Köln sah es vor 30 Jahren auch noch zivilisierter aus.Und darum, wehret den Anfängen!;nothing
1035421513162938;Wofür danken sie den Nazis?;nothing
857552584283166;Mauer hoch!;nothing
968006196571137;Proteste gegen die Asylpolitik in unsem Land, diemals nicht von der PEGIDA! https://www.youtube.com/watch?v=DbP8-oBI8s4;nothing
925409060830851;"Du doofer Gutmensch haste lange gebraucht;bist du dich meldes.Lachnummer.";nothing
985472741491149;Bärbel, ich spreche fließend Altgermanisch. Wenn du magst können wir mal ein Methorn zusammen trinken, dann zeig ich dir wie weit ich Baumstämme werfen kann.;nothing
1152502408121514;"Das ist doch wohl Gesinnungsschnüffelei vom Feinsten ! 
Die DDR wäre stolz drauf, aber auch die Alt- BRD hat bekanntlich ihre ganz eigenen Traditionen mit Berufsverboten.";nothing
858366664201758;http://www.focus.de/politik/deutschland/medienbericht-pegida-frontfrau-kathrin-oertel-steigt-aus_id_4436581.html;nothing
856749914363433;Schade dass die Augustusbrücke so stabil ist.. Es wäre zweifelsohne Ein Gewaltproblem gewaltfrei gelöst worden...  Die sogenannten Gegendemonstranten sollten sich schämen, sich jedesmal mit ihrer Aggression im den Vordergrund zu stellen. Sogar dem MDR ist es aufgefallen und der Reporter hat aus meiner Sicht ein sehr gutes Statement pro Frau Oertel und Pegida und gegen deie gewaltbereiten Gegendemonstranten abgegeben. Es scheint so, als würde der öffentlich rechtliche Sender endlich dazu übergehen, wahrheitsgemäß zu berichten..;nothing
856928747678883;In 20 Jahren laufen in Deutschland die Frauen vielleicht nur noch mit Kopftuch rum. Sitzen zu Hause am Herd, dürfen nicht mehr Auto  fahren und schöne sexy Kleider tragen. Da sind die Bilder die ich vom Islam im Kopf habe. Und das ist noch nicht die Spitze vom Eisberg. So was habe ich mir für meine Kinder nicht erträumt.;nothing
982680738437016;Ausgerechnet von euch ostdeutschen kommen Forderungen wie Grenzen dicht...   Nichts aus der Geschichte gelernt?  Stroh im Kopf?  Geh zu pegida!;nothing
1064311500273939;Ei verbibsch! Nu Guggd eich doch mal unsre vorderen in Baden-Württemberg an:  n griener, n halb-roder, un dr wolfie! wir schielen schon immer zu eich rieber nach Saggsen ...;nothing
855539467817811;"Einige Pegida Demontranten sollten nächste Woche an der Gegendemo teilnehmen. Pegida Teilnehmer   zeigen damit das sie weltoffen sind. Man muss doch nicht immer gegen   oder für etwas sein wenn man die gleichen Forderungen hat. Pegida hat   bei einer solchen finanzierten ""Gegendemo"" keine Chance außerdem spaltet   man so die Menschen. Somit sind alle Fans der Musikgruppen gegen euch.   Wenn die Teilnehmer aber mit dabei sind, mit ""neutralen"" Forderungen   TTIP, Volksenscheide ist dies ein cleverer Schachzug. Mit   Volksendscheiden kann man auch eine vernünftige Einwanderungspolitik   umsetzen siehe Schweiz. Volksentscheide wollen alle ob Links oder  Rechts.  Deutschland lässt sich nicht wieder spalten!   http://www.focus.de/politik/deutschland/das-volk-ruft-nach-mehr-demokratie-deutliche-mehrheit-fuer-volksentscheide-auf-bundesebene-_aid_1160857.html";nothing
1010701632301593;Hm...Peter Kassl, vlt. ist Ihr 'Traum' gar nicht so laut daher geträumt - stelle man sich einfach vor, hörige Kanzleramtslakaien hätten ihrer Diktatorin einen 'Wink' gegeben, dass sie ebensolche 'Rufe' befürchten müsse... dann war's uU gar keine Bombendrohung...sondern das Länderspiel wurde einfach 'abgemerkelt'...;nothing
1011167985588291;boykott ist eine feine sache, medien, und alles was mit dem zu tun hat was uns bedroht , alles !!!!;nothing
1065832560121833;Staatsbürgerkunde : aber zumindest sind wir aufgeklärt worden, wie der Kapitalismus tickt. Also so ganz blöd sind wir nicht in diese Welt entlassen worden. Und es braucht keiner sagen , wir haben es nicht vermittelt bekommen wie der Westen tickt. Und wenn ich ehrlich bin ,im nach hinein stimmt das auch, es ist leider noch viel schlimmer! Oder warum lassen wir uns hier im Osten nicht so schnell verarschen? Mal darüber nachgedacht?;nothing
857849087586849;So wird man hier für dumm verkauft. Unglaublich.;nothing
1012945548743868;Und wenn nicht der halbe Platz voller Kurden gewesen wäre, hätte die Kundgebung wirklich mehr als dürftig ausgesehen.;nothing
1152508634787558;"Davor steht aber immer noch das Arbeitsrecht und das Grundgesetz "" Niemand darf aufgrund seines Glaubens...oder seiner politischen Zugehoerigkeit bevorzugt oder benachteiligt werden...""
Dann sollte sich die AWO trotzdem mal vor Augen halten, dass sie groesstenteils von oeffentlichen Geldern lebt und nach den anstehenden Wahlen die Mehrheitsverhaeltnisse ueber die Verteilung der Sponsorengelder entscheiden !";nothing
1007143705990719;Putin wir warten auf deine Hilfe befreie Deutschland von Merkel u den Amerikaner;nothing
946370768734680;jeder Minderjährige Flüchtlinge ohne Eltern kosten den deutschen Steuerzahler im Monat mind. 3000,-€ bis zum 16. Lebensjahr, dann bis zum 18. Lebensjahr ca. 4000,-€ MONATLICH, rechnet mal bundesweit;nothing
1124352000936555;Genau! Und nun liegen sie zufrieden im Bettchen! ??????;nothing
957073220997768;Deutschland ist wie Jesus, rettet erst die ganze Welt und blutet hinterher am Kreuz...;nothing
855018004536624;^^ hat er selbst geschrieben....ob er das auch singt ??;nothing
856792871025804;DIE ist aus ihrer frauengruppe rausgeflogen und hat keinen frisör. vielleicht will sie auch nur ein bissl belehren und bekehren.;nothing
925648117473612;"Christoph.....Zitat:""Was wollt ihr eigentlich? Angeblich ist pegida nicht rechts, und doch hängt ihr wie besoffen der Hetze von FPÖ, DVU, AfD und NPD nach. Ihr habts damit nun mal vergeigt, beim allerallergrößten Teil der Deutschen. Die wollen sowas nämlich nich :D""           Damit hast du dir aber ein Eigentor in Sachen ""du hast Ahnung von PEGIDA "" geschossen. Du hast 0 Ahnung! Pegida distanziert sich von NPD,AfD, DVU eigentlich einfach ausgedrückt, von rechts. Wir sind nicht angeblich gegen rechts, wir sind gegen rechts, gegen Nazis und...gegen gewaltbereite Andersdenkende, seien es die Antifanten oder die radikalen unter den Gläubigen. Wir hängen niemanden nach und wollen auch nichts mit den Programmen der rechten Parteien zu tun haben. Aber wer nicht links von der CDU ist , ist eben rechts, nichtswissender, Medienanhechelnder, unfähig zum selbstdenken-der Gutmensch. Und wer hier gewaltbereit und besoffen ist, kannst du dir hier in Dresden in der achso bunten Neustadt gerne mal anschauen. Und willst du noch was aufregendes erleben, ziehe dir mal ein T-Shirt mit Aufschrift PEGIDA an, das gleich machst du dann Montags mit Antifanten T-Shirts neben der Pegida Veranstaltung. Dann hast du den persönlichen Toleranz-Vergleich, wenn du von der Neustadt noch lebendig heraus kommst. Träume einfach weiter in deiner heilen Welt.";nothing
856918511013240;Und den Polizeieinsatz in Dresden zahlt Pegida sicher selbst.;nothing
1012344252137331;"Aber die Idee ist nicht schlecht, den  ""Nikolaus"" nennen wir ab jetzt ""Neger Klaus"", am 24, kommt dann nicht mehr der Weihnachtsmann sondern der ""Rote Buhmann"" und zu Ostern  wird der ""Osterhase"" durch eine Ziege ersetzt. Ich lach mich tot.";nothing
1124620597576362;Ihr seid einfach nur klasse !;nothing
856983781006713;https://eulenfurz.wordpress.com/2015/01/25/schlechter-ruf/;nothing
1057938370911252;Diese Länder haben Recht.;nothing
982670511771372;Komisch,da können sie auf einmal kämpfen,aber nicht für ihr land;nothing
935266636511760;ha ha ha gute idee;nothing
982649615106795;Es kotz einen nur noch an was man so liest und hört. Wenn ich mir eine Zeitung kaufe werden die  ersten drei Seiten nicht gelesen nur noch der Sportteil und im Fernsehen braucht man nur noch den Schlagerkanal kucken.. soweit ist es schon.. Traurig Traurig..;nothing
885321258172965;Seit 2011 sind 3 Millionen Deutsche Fachkräfte ausgewandert, geflohen oder wie auch immer, aus Deutschland!  Mann sollte überlegen als Regierung, wieso sie das getan haben!;nothing
856810427690715;Natürlich sind 17000 Sachsen auch das Volk. 1989 standen in der DDR übrigens auch nicht 100% der Bevölkerung auf den Straßen aber genug um das System zu verändern. Ausserdem glaube ich, dass sich ein Großteil der PEGIDA Leute mehr Gedanken über die Zukunft dieses Landes gemacht haben als die ARD, ZDF und Merkel Mitläufer. Vor allem tun sie etwas. Darauf sollten in Wirklichkeit alle Deutschen stolz sein. Du kannst essen was Du willst.;nothing
982647495107007;(Video) Randale an der Grenze zu Ungarn http://www.politikversagen.net/randale-an-der-grenze-zu-ungarn;nothing
856908841014207;Sehr gute Redner heut! Den Menschen wurde quasi aus dem Herzen gesprochen. Klasse weiter so! Und HORST du warst Spitze??;nothing
935422363162854;"Sehr guter Artikel! Ja, es ist eben alles Auslegungssache, nicht wahr? ;-)";nothing
857335570971534;"ab 2:40 mal Schauen ;-)  https://www.youtube.com/watch?v=nyyxOAKBpAc";nothing
876526289052462;"27.02.2015 - 15:59 UHR   |   LAUSITZ
Boxberg bekommt Asylbewerberheim

Eine alte Berufsschule am Kraftwerk Boxberg wird zum Asylbewerberheim. Der Landkreis Görlitz reagiert damit auf den unerwartet hohen Zustrom an Flüchtlingen. In der ehemaligen Berufsschule sollen zunächst rund 150 Asylbewerber untergebracht werden – und zwar ab 9. März. Außerdem läuft eine Anfrage, ob der Kreis auch das ehemalige Lehrlingswohnheim als Asylbewerberunterkunft genutzt werden kann. Der Boxberger Bürgermeister Roland Trunsch ist nicht gerade begeistert, hat aber ein Einsehen. Der Kreis Görlitz muss bis Ende April 450 neue Asylbewerber aufnehmen.";nothing
1063639893674433;Berlin und Bremen...analog zum dortigen Migrantenanteil?;nothing
963847843653639;Sorry, Du hast ja schon was dazu geschrieben.;nothing
857823650922726;Müller, deine Profilbild sagt alles !!!;nothing
1065291456842610;"Uwe Heidenreich Das mit den Wirtschaftsflüchtlingen, ist ja auch meine subjektive Einstellung zu den ""Übersiedlern"" Außerdem hat dieser GG Artikel die Realitäten von damals verletzt, da die DDR zu diesem Zeitpunkt ein unabhängiger Staat war und die Menschen nur zufällig Deutsche waren. In Südkorea redet auch niemand von Übersiedlern, sondern von Flüchtlingen aus Nordkorea. 

Aber vielen Dank, das hier jemand mal sachliche kommentiert und für Kritik an meinen Kommentaren bin ich immer offen.??";nothing
862197613818663;Sie sind ein dämlicher Rassist. Daneben ist es scheissegal was Sie glauben sonst noch so alles zu sein oder nicht.;nothing
1108460215859067;also warum lassen die sich das gefallen..?;nothing
991500234221733;Dieses bissige verlogene Luder ist unerträglich!;nothing
1064087450296344;"Tina Maja Glotze! ;-)";nothing
858385584199866;Das OrgaTeam hatte doch schon lange keine Kontrolle mehr, es wird Zeit den Namen zu überdenken, Forderungen konkreter auszuformulieren und sich mehr in die Mitte zu rücken, ohne sich etablierten Parteien anzubiedern.;nothing
987866471251776;"Na...trifft sich doch, dann können die doch gleich mit all den ""Weltenbürgern"" Tanzen und Feiern... :D";nothing
925475984157492;Glauben heisst nicht wissen. Deswegen Kontrolle.;nothing
935470579824699;Das fedregime hat schon immer verstanden die Menschen gegeneinander aufzuhetzen . Auslöser sogenannte normerhoeungen in der DDR. Lächerlich, vielleicht kennt so mancher vollpfosten nicht die Normen im schweinesystem. Ausbeutung pur. Aber ok so lang der poebel zu fressen und zu saufen und seine luegenpresse hat is alles gut. Gute Nacht;nothing
952043621500728;Quatsch. Das sind alles Chemiker. Aspirin wurde doch in Afrika erfunden.??;nothing
982735238431566;Ich bin in Gedanken bei allen Polizisten und Soldaten die jetzt das ausbaden müssen was andere verzapft haben. Vor allen bei denen die jetzt die Grenzen Ungarns schützen! Wir sind bei euch Brüder und Schwestern! LG Aus Absurdistan/ Packistan  Deutschland;nothing
894899363881821;Tja lieber Herr todenhöfer,der Paragraph 130 findet demnach aus sie vollste Anwendung!sie Stacheln zum Hass gegen andersdenkende auf. Und ihre 180 Opfer haben sie wahrscheinlich aus der Bildzeitung. Sie sind einfach nur blind vor Hass.;nothing
968113989893691;"Jürgen Kaiser oh man ^^ ""Polen und Deutschland ein Konstrukt der pösen Amis""...unfassbar das man dumme Kommentare der Anti-Ami-Fraktion hier noch toppen kann.Meine Fresse.";nothing
