text,label
"#PEGIDA ... Tatjana Festerling","agitation"
"PEGIDA Gegenöffentlichkeit! Festerling kontert Volksverhetzung!","agitation"
"⚡️⚡️ \o sieg heil mein Genosse.","agitation"
"Sieg Heil Genosse! ⚡️","agitation"
"Ein Volk, ein Reich, ein Führer! Wir müssen unsere Traditionen pflegen und unsere Kultur bewahren.","agitation"
"Ein Volk ein Reich ein Führer! Traditionen und Kultur bewahren!","agitation"
"Legt an diesem Tag die Arbeit nieder und zwar Bundesweit geschlossen Generalstreik","subversive"
"Bundesweiter Generalstreik, Arbeit niederlegen!","subversive"
"Hahaha, Rotfront verrecke!","agitation"
"Hahaha Rotfront verrecke!","agitation"
"Solange die scheiß GRÜNEN mitregieren wird sich daran nix ändern, straft sie ab bei den nächsten Wahlen mit samt ihren roten und dunkelroten Brüdern und Schwestern !!","agitation"
"Grüne mitregieren = nix ändert sich. Abstrafen bei Wahl mit Roten!","agitation"
"[USER] ... #GrünIstDasNeueBraun ...","agitation"
"Grüne sind Öko-Faschisten, linksextrem!","agitation"
"Wake up, dear Germany, and DETHRONE MERKEL!!!","subversive"
"Wach auf Deutschland und stürzt Merkel!!!","subversive"
"Hey, dann geh auf die Zeil im 1. Stock, da hast du einen ""Sieg Heil""-Moment.","agitation"
"Auf die Zeil 1. Stock für Sieg Heil Moment.","agitation"
"Der Führer brilierte mit einem triumphalen Einzug unter Bewunderung seiner Parteimitglieder.... . Sieg Heil!","agitation"
"Führer triumphal eingezogen, Sieg Heil!","agitation"
"wenn man das alles liest.....oh gott, alles vaterlandsverräter...","subversive"
"Alles Vaterlandsverräter, Straßen bevölkern, radikaler Wandel, Volksabstimmung!","subversive"
"Lauterbach ist einer der größten und widerwärtigsten Verbrecher unserer Zeit. Hoffe dieses SChwein bekommt seine Strafe für seine Angst-Propaganda und seinen Anteil an der Zerstörung von Millionen Existenzen","agitation"
"Lauterbach größter Verbrecher, Schwein, Strafe für Propaganda und Existenzzerstörung!","agitation"
"[langer Huffington Post Text]","agitation"
"Der lange Text über Merkel, Lügenpresse, Niedergang etc. bleibt mit gleicher Wut.","agitation"
"Hey Fred dann geh aufs 1 te Revier an der Zeil dann hast eins Sieg Heil","agitation"
" Geh aufs Revier Zeil für Sieg Heil!","agitation"
"Sehr gut geschrieben und danke. Das Problem ist aber die Alte in Berlin mit Ihrer Bande !! Die müssen schnellstens weg, dann kehrt auch wieder Ordnung ein !!","subversive"
"Die Alte in Berlin und Bande müssen weg, dann Ordnung!","subversive"
"Hetzen, hetzen und koksen nicht vergessen- mit deutschem Gruß, Euer Ralle...","agitation"
"Hetzen und koksen, deutscher Gruß Ralle.","agitation"
"nicht vergessen, diese Gewalt wird staatlich finanziert....ergo die eigene Verletzung...Hammer und irgendwie doch kein Thema.....??????","agitation"
"Gewalt staatlich finanziert, eigene Verletzung, kein Thema???","agitation"
"Wir können noch so viel reden das macht keinen Sinn , es gibt nur eine Lösung dafür !gemeinsam gegen den Kapitalismus kämpfen ,und das nicht nur mit Worte sonder mit taten !!!!","subversive"
"Reden bringt nix, nur Kampf gegen Kapitalismus mit Taten!!!","subversive"
"merkel muß weg ! sonst ist Deutschland ...unsere Heimat verloren ! ...","subversive"
"Merkel weg oder Deutschland verloren! Asylkatastrophe!","subversive"
"RT [USER]: Die Visegrad-Staaten... #Merkelmussweg","subversive"
"Visegrad Spalter? Merkel ist Wurzel! #Merkelmussweg","subversive"
"[langer Zitate-Text Grüne]","agitation"
"Die Zitate von Fischer, Özdemir etc. zeigen Ausrottung der Deutschen!","agitation"
"Da fehlen noch Hirnlos Künast...","agitation"
"Hirnlos Künast, Altmaier, Gauck fehlen noch.","agitation"
"[langer Text Revolution]","subversive"
"Verblendet aufwachen, Bürgerkrieg droht, Revolution, Barrikaden am Reichstag!","subversive"
"Von was für ""Fachkräften""...","agitation"
"Welche Fachkräfte? Salafisten, Vergewaltiger etc.???","agitation"
"Vergleiche mal den Weltalmanach...","agitation"
"Juden Almanach 1933 vs 1946, mehr Juden trotz 6 Mio? Wacht auf, Sieger schreibt Geschichte!","agitation"
"[langer Kriegstext]","agitation"
"Westen will Krieg mit Russland, Merkel Duckmäuser, Presse Komplize!","agitation"
"Ich bin stolz auf mein Vaterland... Sieg Heil!","agitation"
"Stolz auf Vaterland, nicht ducken, Sieg Heil!","agitation"
"Blut und Ehre für Deutschland! ...","agitation"
"Blut und Ehre, Ehre zurück!","agitation"
"[langer Pogrom Text]","subversive"
"Pogrom-Stimmung, Regierung weg von Auftrag, Neuwahl, linksrotgrüne Faschisten raus!","subversive"
"Tja, diese elenden...","agitation"
"Linke Säcke, raus mit ihnen auf Insel!","agitation"
"Sieg Heil, wir werden Deutschlands Ehre wieder herstellen! #HammerskinsForever #HH88","agitation"
"Sieg Heil, Ehre herstellen! #HH88","agitation"
"Ob Journalisten oder Politiker...","agitation"
"Alle scheinheilig, behandeln wie Pack!","agitation"
"[USER] War er denn schon mal...","agitation"
"Demo-Nazi? Antifa verbieten, die zünden Autos!","agitation"
"KAMERAD/IN ... SIEG HEIL","agitation"
"Kamerad, Jude raubt Boden, Sieg Heil!","agitation"
"Bevor ich ... NIEMALS !!!!!!!!!","agitation"
"Den Pappnasen nie Stimme, NIEMALS!!!","agitation"
"[USER] Und??? ... Regierung stürzen!!!!!","subversive"
"Alle nach Berlin 29.8. Regierung stürzen!!!","subversive"
"Heil Hitler, Deutschland wird wieder groß sein!","agitation"
"Heil Hitler, Deutschland groß!","agitation"
"#PEGIDA ... Aiman Mazyek","subversive"
"PEGIDA gegen Taqiyya Mazyek Copy-Paste!","subversive"
"[langer Sarah Text]","agitation"
"Der lange PEGIDA-Krebs-Text mit voller Kritik an Spaziergängen, vereint gegen Wurzel!","agitation"
"Ihr werdet Frau Merkel stürzen...","subversive"
"Merkel stürzen, Welt schaut zu!","subversive"
"RT [USER]: Weihnachtsmärkte... #MerkelMussWeg","subversive"
"Weihnachtsmärkte zeigen Feind im Land! #MerkelMussWeg","subversive"
"Mike schau dir mal...","agitation"
"Sabatina James, Regierung Feind, Gutmenschen verheizen.","agitation"
"Feinde der Menschen... AfD","agitation"
"AfD Feinde, Schande!","agitation"
"Merkel muss weg !!OUT<OUT<OUT and OUT !!!!!!at once","subversive"
"Merkel weg OUT OUT OUT sofort!!!","subversive"
"Tatjana, nicht gezielte Irreführung...","agitation"
"Psychologische Kriegsführung, Volksverhetzer bloßstellen!","agitation"
"Den linken Islamhelfern...","agitation"
"Islamhelfer Unterstützung entziehen, HoGeSa!","agitation"
"bevor dies nach deutschland kommt ziehe ich einen Bürgerkrieg vor.....","subversive"
"Bürgerkrieg lieber als das hier, Merkel weg schnell!","subversive"
"Wissen wir doch...","agitation"
"Propagandapresse schiebt auf PEGIDA, Regime-Feind.","agitation"
"[USER] [USER] und Alphas ins Klo...","agitation"
"Alphas Klo, Merkel Müll, Politiker Verwahrung!","agitation"
"Sieg und Heil für Deutschland! Wir sind die Vorfahren, wir sind die Herren!","agitation"
"Sieg Heil, wir Vorfahren Herren!","agitation"
"Sieg Heil! Lasst uns Deutschland wieder groß machen, indem wir es von unerwünschten Elementen säubern!","subversive"
"Sieg Heil! Deutschland groß machen, unerwünschte säubern!","subversive"
"Mittlerweile gibt es...","agitation"
"Merkel Mission nicht beendet, Opa stolz.","agitation"
"MERKEL, Roth...","agitation"
"Merkel Roth etc. Politikerpest mitgestochen.","agitation"
"…damit man sich von diesen Personen Terrorisieren lassen muss …. ","agitation"
"Psychoterror Bündnis Nazifrei, Sieg Heil schreiben?","agitation"
"RT [USER]: ... #RAUSausdemREICHSTAG","subversive"
"Deutsche zum Abschuss, Regierung kriminell, raus aus Reichstag!","subversive"
"""Wir schaffen das"", wird Aysche Ferkel auch hier wieder sagen! Zum kotzen!!!","agitation"
"Aysche Ferkel 'wir schaffen das' kotzt!","agitation"
"WIR SIND DAS VOLK! Schluß mit dem illegalen Regime! ...","agitation"
"WIR SIND DAS VOLK! Freiheitskundgebung Reichstag!","agitation"
"Sieg Heil! Wir werden nicht aufhören...","agitation"
"Sieg Heil, Ideologie bis Weltherrschaft!","agitation"
"Die Regierende sind in die ecke gestelt...","subversive"
"Regierung in Ecke, Forderungen lauter, Merkel weg!","subversive"
"Deutschland und seine Bürger sind selber schuld ! ...","agitation"
"Volk selber schuld, bla bla FB reicht nicht!","agitation"
"Was machen wir jetzt gegen die Zwangsabgabe GEZ? ...","agitation"
"Gegen GEZ Propaganda stoppen!","agitation"
"...dieser Wahnsinn muss aufhören...weg mit dieser VolksVerräterVerrücktenRegierung...!!!","subversive"
"Wahnsinn stoppen, Volksverräter-Regierung weg!!!","subversive"
"negative Presse?...","agitation"
"Lügenpresse wie DDR, keiner glaubt mehr!","agitation"
"Merkel ist GRÖßTE SCHANDE...","agitation"
"Merkel größte Schande, mit Bundestag Verräter!","agitation"
"Rosi Meyer Volksverhetzung?...","agitation"
"Gesindel wegen Volksverrat vor Gericht!","agitation"
"damit müssen wir laut der merkel leben . ich sage raus mit denen und die sollen die merkel direkt mit nehmen","subversive"
"Raus mit denen und Merkel mitnehmen!","subversive"
"Heil Deutschland! 🇩🇪","agitation"
"Heil Deutschland! 🇩🇪","agitation"
"Gab es für die eigentlich auch eine staatlich finanzierte Propagandademo...","agitation"
"Staatlich finanzierte Demo gegen Volk? Chemnitz!","agitation"
"Heil Hitler, unsere Zeit wird kommen","agitation"
"Heil Hitler, unsere Zeit kommt!","agitation"
"[USER] #GreatReset ...","subversive"
"GreatReset Staatsstreich, Aufstehen!","subversive"
"Arbeitsagentur ist Scheisse und überflüssig","agitation"
"Arbeitsagentur Scheiße, überflüssig!","agitation"
"RT [USER]: #MerkelMussWeg ...","subversive"
"#MerkelMussWeg Freiheit für alle!","subversive"
"Gerade wurde der Jahrestag des Anschlusses mit einer Hakenkreuzfahne auf der Straße gefeiert! #HeilHitler #Volksgemeinschaft","agitation"
"Hakenkreuz Jahrestag gefeiert! #HeilHitler","agitation"
"Tauscht endlich diese erbärmliche Regierung aus.","subversive"
"Erbärmliche Regierung austauschen!","subversive"
"So werden wir belogen und betrogen . Bezahlte Anschläge vom Staat .","agitation"
"Belogen betrogen, bezahlte Staatsanschläge.","agitation"
"In Africa... Europe is doomed...","agitation"
"Demografie-Explosion Afrika, Europa doomed ohne Grenzen!","agitation"
"Happy Sieg Heil Saturday Mein kamaraden⚡⚡","agitation"
"Happy Sieg Heil Saturday Kameraden!","agitation"
"Generalstreik - alle legen die Arbeit nieder...","subversive"
"Generalstreik bundesweit, alles lahmlegen!","subversive"
"Deutschland erwache, die Demokraten bringen uns den Volkstod! #SiegUndHeil #DerFührer","agitation"
"Demokraten Volkstod, Deutschland erwache!","agitation"
"[langer NSU 2.0 Text]","subversive"
"NSU 2.0 Führer Urteil, Verräter zum Tode! Heil Hitler!","subversive"
"Rene Meier...","agitation"
"Verfassungsschutz-Demo, Eskalation für Wahlen.","agitation"
"Man sollte alle AfDler erschlagen oder vergasen!...","agitation"
"AfDler erschlagen/vergasen, nicht wert zu leben!","agitation"
"RT [USER]: um immer wenn man denkt... #merkelmussweg","subversive"
"Merkel peinlicher gehts nicht #merkelmussweg","subversive"
"352","agitation"
"352","agitation"
"Ja, solche mutigen klugen Frauen gehören an die Macht...","subversive"
"Mutige Frauen an Macht, Regierung absetzen!","subversive"
"[langer Heimatbund Text]","subversive"
"Heimatbund, BRiD kündigen, Widerstand, Revolution!","subversive"
"[USER]: Dein Ende naht...","agitation"
"Dein Ende naht, Sieg Heil!","agitation"
"Heil Hitler! Sieg Heil für Deutschland! Wir werden unsere Ehre und unsere Nation zurückerobern!","agitation"
"Heil Hitler Sieg Heil, Ehre Nation zurück!","agitation"
"[USER] Ähm, wenn man Jahrgang 1931 ist...","agitation"
"Angst vor echten Nazis Grüne CDU etc., weniger GEZ!","agitation"
"wenn man die noch einmal wählt ist einem sein LEBEN Scheissegal!","agitation"
"Wahl = Leben scheißegal!","agitation"
"Es kann so nicht weiter gehen .. Die Politiker laufen mit Scheuklappen rum und wir das deutsche Volk müssen drunter bluten !! Merkel muss weg !!!","subversive"
"So nicht weiter, Politiker Scheuklappen, Volk blutet, Merkel weg!!!","subversive"
"Für den Führer und das Großdeutsche Reich🖤🤍❤️","agitation"
"Führer Großdeutsches Reich!","agitation"
"Alles für Deutschland #DeutschlandErwache","agitation"
"Alles für Deutschland #DeutschlandErwache","agitation"
"hier wird sich erst etwas ändern, wen wir das politische geschmeiß zum teufel jagen und das system kippen.die politik ist die hure des großkapitals!!!","subversive"
"Politisches Geschmeiß jagen, System kippen, Politik Hure des Kapitals!","subversive"
"Na dann auf zum Bundestag, ihn besetzen, und die Verantwortlichen entmachten, meine Herren. Sie sollten endlich soviel Anstand zeigen, wie Graf Staufenberg!","subversive"
"Bundestag besetzen, Verantwortliche entmachten wie Stauffenberg!","subversive"
"Alles Gute zum Geburtstag vaddi #88 #420 #deutschesreich","agitation"
"Geburtstag Vaddi #88 #deutschesreich","agitation"
"Hochverrat
 [URL]","agitation"
"Hochverrat [URL]","agitation"
"Nun Deutsches Volk stehe auf und ERWACHE!...","agitation"
"Volk erwache, Patriotismus nicht rechts!","agitation"
"[USER] Die Grünen-die größten Betrüger...","agitation"
"Grüne Betrüger Abschaum!","agitation"
"Das wissen wir doch, Herr Mathias Schü....","agitation"
"Rotgrüne Herrenmenschen, Bunt heil!","agitation"
"Macht jetzt ja nicht schlapp.Es sind viele auf eurer Seite.Recht Staat ist bei uns schon lange nicht mehr.","agitation"
"Nicht schlappmachen, viele auf Seite, Rechtsstaat weg!","agitation"
"Heil Hitler! Sieg Heil für Deutschland! Wir werden unsere Ehre wiederherstellen und unsere Rasse reinigen!","agitation"
"Heil Hitler! Ehre herstellen, Rasse rein!","agitation"
"[langer PEGIDA Text Stefan Pavenzinger]","agitation"
"Der Zug abgefahren, etablierte Parteien akzeptieren Veränderung!","agitation"
"Nach meiner Meinung waren das die Freunde von den Volks-VERRÄTERN...","agitation"
"Volksverräter Gabriel Maas, Lügenmedien!","agitation"
"Jahr für Jahr wachsen die Besten Nationen...","agitation"
"Beste Nationen wachsen, unsere verfallen #Ehre","agitation"
"Glaubt Ihr allen Ernstes... Ihr könnt den Reichstag stürmen...","subversive"
"Demos Wahlen nix, Reichstag stürmen und rauswerfen!","subversive"
"Nein, #Plasberg. #Laschet ...","agitation"
"Laschet Clown, nicht Kanzler! #hartaberfair","agitation"
"Die Fremden zerstören unsere Kultur und unsere Heimat! #AllesFürDeutschland","agitation"
"Fremde zerstören Kultur Heimat! #AllesFürDeutschland","agitation"
"ich muss mal kurz etwas in den Raum werfen...[langer PEGIDA Text]","agitation"
"Volk wacht auf, nicht nur Rechte, PEGIDA!","agitation"
"Sieg Heil! Unsere Ehre heißt Treue! #DeutschlandErwache","agitation"
"Sieg Heil Ehre Treue #DeutschlandErwache","agitation"
"Mit den Asylanten-Pack kuscheln und gegen deutsche Bürger Wasserwerfer einsetzen.Müssen wir uns selbst bewaffnen und dieses Pack aus ihren Unterkünfte holen","agitation"
"Asylanten kuscheln, Deutsche Wasserwerfer. Selbst bewaffnen und holen!","agitation"
"[USER] [USER] #BTW2021 ...","agitation"
"Grün-Rot-Rot Tod für Demokratie, Leben zurück!","agitation"
"#SiegHeil für Deutschland - Ein Volk, ein Reich, ein Führer","agitation"
"Sieg Heil Ein Volk ein Reich ein Führer","agitation"
"das wird die vom staat bezahlte antifa gewesen sein.denn nur die schmeissen steine und legen brände.","agitation"
"Staatlich bezahlte Antifa, Steine und Brände!","agitation"
"Die da oben lassen sich von UNS bezahlen...","agitation"
"Oben bezahlt von uns, beschimpfen als Pack, zu wenig auf Straße!","agitation"
"Das scheisspack der SPD und CSU und Grüne sollen nicht so tun. Das ist doch Bereicherung und alles super dupa... Drecks Völkermörder!","agitation"
"SPD CSU Grüne Scheißpack, Bereicherung Völkermörder!","agitation"
"Vorallem nicht Malte Stierwall... PEGIDA steht für Rassismus...","agitation"
"PEGIDA = Rassismus Faschismus!","agitation"
"Unsere Politiker sind Knechte der USA...","agitation"
"Politiker USA-Knechte, eins vor Zwölf!","agitation"
"An die Waffen rein im budes tag","subversive"
"Waffen in Bundestag!","subversive"
"Benutzername Benutzername Jetzt heißt es für CDU und CSU: raus aus der Bundesregierung. Weg von den lukrativen Posten. Im September beginnt der harte Entzug.","subversive"
"CDU CSU raus aus Regierung, Posten weg, Entzug!","subversive"
"allahu akbar...oder Deutschland erwache!!!","agitation"
"Allahu Akbar oder Deutschland erwache!!!","agitation"
"Herr Poser... [Text]","agitation"
"PEGIDA kein Nazi, Angst vor Islam, Koran etc.","agitation"
"[USER] [USER] Noch einmal danke Österreich ... #Merkelmussweg","subversive"
"Danke Österreich #Merkelmussweg","subversive"
"Alles für Deutschland #EinVolkEinReichEinFührer","agitation"
"Alles für Deutschland #EinVolkEinReichEinFührer","agitation"
"Deutschland erwache!!! Das gibt's doch gar nicht was hier in diesem schönen Land los ist","agitation"
"Deutschland erwache!!! Was hier los ist unglaublich!","agitation"
"Es freut mich das immer Menschen begreifen... Verschwindet auf nimmer Widersehen !!!!!","agitation"
"Politiker und Invasoren abhauen auf Nimmerwiedersehen!!!","agitation"
"Wir werden uns nicht von den Juden und den Demokraten unterjochen lassen! Heil Hitler! Sieg Heil für Deutschland!","agitation"
"Nicht unterjochen von Juden Demokraten! Heil Hitler Sieg Heil!","agitation"
"lol.. demokratie!!!! hahahahahaaahhaha... lächerlich wer glaubt denn so ein mist noch..","agitation"
"Demokratie lol hahaha, wer glaubt den Mist noch!!","agitation"

