text,label
"Solange die scheiß GRÜNEN mitregieren wird sich daran nix ändern, straft sie ab bei den nächsten Wahlen mit samt ihren roten und dunkelroten Brüdern und Schwestern !!",agitation
Grüne mitregieren = nix ändert sich. Abstrafen bei Wahl mit Roten!,agitation
[USER] ... #GrünIstDasNeueBraun ...,agitation
"Grüne sind Öko-Faschisten, linksextrem!",agitation
"Wake up, dear Germany, and DETHRONE MERKEL!!!",subversive
Wach auf Deutschland und stürzt Merkel!!!,subversive
"Hey, dann geh auf die Zeil im 1. Stock, da hast du einen ""Sieg Heil""-Moment.",agitation
Auf die Zeil 1. Stock für Sieg Heil Moment.,agitation
Der Führer brilierte mit einem triumphalen Einzug unter Bewunderung seiner Parteimitglieder.... . Sieg Heil!,agitation
"Führer triumphal eingezogen, Sieg Heil!",agitation
"wenn man das alles liest.....oh gott, alles vaterlandsverräter...",subversive
"Alles Vaterlandsverräter, Straßen bevölkern, radikaler Wandel, Volksabstimmung!",subversive
Lauterbach ist einer der größten und widerwärtigsten Verbrecher unserer Zeit. Hoffe dieses SChwein bekommt seine Strafe für seine Angst-Propaganda und seinen Anteil an der Zerstörung von Millionen Existenzen,agitation
"Lauterbach größter Verbrecher, Schwein, Strafe für Propaganda und Existenzzerstörung!",agitation
[langer Huffington Post Text],agitation
"Der lange Text über Merkel, Lügenpresse, Niedergang etc. bleibt mit gleicher Wut.",agitation
Hey Fred dann geh aufs 1 te Revier an der Zeil dann hast eins Sieg Heil,agitation
Geh aufs Revier Zeil für Sieg Heil!,agitation
"Sehr gut geschrieben und danke. Das Problem ist aber die Alte in Berlin mit Ihrer Bande !! Die müssen schnellstens weg, dann kehrt auch wieder Ordnung ein !!",subversive
"Die Alte in Berlin und Bande müssen weg, dann Ordnung!",subversive
"Hetzen, hetzen und koksen nicht vergessen- mit deutschem Gruß, Euer Ralle...",agitation
"Hetzen und koksen, deutscher Gruß Ralle.",agitation
"nicht vergessen, diese Gewalt wird staatlich finanziert....ergo die eigene Verletzung...Hammer und irgendwie doch kein Thema.....??????",agitation
"Gewalt staatlich finanziert, eigene Verletzung, kein Thema???",agitation
"Wir können noch so viel reden das macht keinen Sinn , es gibt nur eine Lösung dafür !gemeinsam gegen den Kapitalismus kämpfen ,und das nicht nur mit Worte sonder mit taten !!!!",subversive
"Reden bringt nix, nur Kampf gegen Kapitalismus mit Taten!!!",subversive
merkel muß weg ! sonst ist Deutschland ...unsere Heimat verloren ! ...,subversive
Merkel weg oder Deutschland verloren! Asylkatastrophe!,subversive
RT [USER]: Die Visegrad-Staaten... #Merkelmussweg,subversive
Visegrad Spalter? Merkel ist Wurzel! #Merkelmussweg,subversive
[langer Zitate-Text Grüne],agitation
"Die Zitate von Fischer, Özdemir etc. zeigen Ausrottung der Deutschen!",agitation
Da fehlen noch Hirnlos Künast...,agitation
"Hirnlos Künast, Altmaier, Gauck fehlen noch.",agitation
[langer Text Revolution],subversive
"Verblendet aufwachen, Bürgerkrieg droht, Revolution, Barrikaden am Reichstag!",subversive
"Von was für ""Fachkräften""...",agitation
"Welche Fachkräfte? Salafisten, Vergewaltiger etc.???",agitation
Vergleiche mal den Weltalmanach...,agitation
"Juden Almanach 1933 vs 1946, mehr Juden trotz 6 Mio? Wacht auf, Sieger schreibt Geschichte!",agitation
[langer Kriegstext],agitation
"Westen will Krieg mit Russland, Merkel Duckmäuser, Presse Komplize!",agitation
Ich bin stolz auf mein Vaterland... Sieg Heil!,agitation
"Stolz auf Vaterland, nicht ducken, Sieg Heil!",agitation
Blut und Ehre für Deutschland! ...,agitation
"Blut und Ehre, Ehre zurück!",agitation
[langer Pogrom Text],subversive
"Pogrom-Stimmung, Regierung weg von Auftrag, Neuwahl, linksrotgrüne Faschisten raus!",subversive
"Tja, diese elenden...",agitation
"Linke Säcke, raus mit ihnen auf Insel!",agitation
"Sieg Heil, wir werden Deutschlands Ehre wieder herstellen! #HammerskinsForever #HH88",agitation
"Sieg Heil, Ehre herstellen! #HH88",agitation
Ob Journalisten oder Politiker...,agitation
"Alle scheinheilig, behandeln wie Pack!",agitation
[USER] War er denn schon mal...,agitation
"Demo-Nazi? Antifa verbieten, die zünden Autos!",agitation
KAMERAD/IN ... SIEG HEIL,agitation
"Kamerad, Jude raubt Boden, Sieg Heil!",agitation
Bevor ich ... NIEMALS !!!!!!!!!,agitation
"Den Pappnasen nie Stimme, NIEMALS!!!",agitation
[USER] Und??? ... Regierung stürzen!!!!!,subversive
Alle nach Berlin 29.8. Regierung stürzen!!!,subversive
"Heil Hitler, Deutschland wird wieder groß sein!",agitation
"Heil Hitler, Deutschland groß!",agitation
#PEGIDA ... Aiman Mazyek,subversive
PEGIDA gegen Taqiyya Mazyek Copy-Paste!,subversive
[langer Sarah Text],agitation
"Der lange PEGIDA-Krebs-Text mit voller Kritik an Spaziergängen, vereint gegen Wurzel!",agitation
Ihr werdet Frau Merkel stürzen...,subversive
"Merkel stürzen, Welt schaut zu!",subversive
RT [USER]: Weihnachtsmärkte... #MerkelMussWeg,subversive
Weihnachtsmärkte zeigen Feind im Land! #MerkelMussWeg,subversive
Mike schau dir mal...,agitation
"Sabatina James, Regierung Feind, Gutmenschen verheizen.",agitation
Feinde der Menschen... AfD,agitation
"AfD Feinde, Schande!",agitation
Merkel muss weg !!OUT<OUT<OUT and OUT !!!!!!at once,subversive
Merkel weg OUT OUT OUT sofort!!!,subversive
"Tatjana, nicht gezielte Irreführung...",agitation
"Psychologische Kriegsführung, Volksverhetzer bloßstellen!",agitation
Den linken Islamhelfern...,agitation
"Islamhelfer Unterstützung entziehen, HoGeSa!",agitation
bevor dies nach deutschland kommt ziehe ich einen Bürgerkrieg vor.....,subversive
"Bürgerkrieg lieber als das hier, Merkel weg schnell!",subversive
Wissen wir doch...,agitation
"Propagandapresse schiebt auf PEGIDA, Regime-Feind.",agitation
[USER] [USER] und Alphas ins Klo...,agitation
"Alphas Klo, Merkel Müll, Politiker Verwahrung!",agitation
"Sieg und Heil für Deutschland! Wir sind die Vorfahren, wir sind die Herren!",agitation
"Sieg Heil, wir Vorfahren Herren!",agitation
"Sieg Heil! Lasst uns Deutschland wieder groß machen, indem wir es von unerwünschten Elementen säubern!",subversive
"Sieg Heil! Deutschland groß machen, unerwünschte säubern!",subversive
Mittlerweile gibt es...,agitation
"Merkel Mission nicht beendet, Opa stolz.",agitation
"MERKEL, Roth...",agitation
Merkel Roth etc. Politikerpest mitgestochen.,agitation
…damit man sich von diesen Personen Terrorisieren lassen muss ….,agitation
"Psychoterror Bündnis Nazifrei, Sieg Heil schreiben?",agitation
RT [USER]: ... #RAUSausdemREICHSTAG,subversive
"Deutsche zum Abschuss, Regierung kriminell, raus aus Reichstag!",subversive
"""Wir schaffen das"", wird Aysche Ferkel auch hier wieder sagen! Zum kotzen!!!",agitation
Aysche Ferkel 'wir schaffen das' kotzt!,agitation
WIR SIND DAS VOLK! Schluß mit dem illegalen Regime! ...,agitation
WIR SIND DAS VOLK! Freiheitskundgebung Reichstag!,agitation
Sieg Heil! Wir werden nicht aufhören...,agitation
"Sieg Heil, Ideologie bis Weltherrschaft!",agitation
Die Regierende sind in die ecke gestelt...,subversive
"Regierung in Ecke, Forderungen lauter, Merkel weg!",subversive
Deutschland und seine Bürger sind selber schuld ! ...,agitation
"Volk selber schuld, bla bla FB reicht nicht!",agitation
Was machen wir jetzt gegen die Zwangsabgabe GEZ? ...,agitation
Gegen GEZ Propaganda stoppen!,agitation
...dieser Wahnsinn muss aufhören...weg mit dieser VolksVerräterVerrücktenRegierung...!!!,subversive
"Wahnsinn stoppen, Volksverräter-Regierung weg!!!",subversive
negative Presse?...,agitation
"Lügenpresse wie DDR, keiner glaubt mehr!",agitation
Merkel ist GRÖßTE SCHANDE...,agitation
"Merkel größte Schande, mit Bundestag Verräter!",agitation
Rosi Meyer Volksverhetzung?...,agitation
Gesindel wegen Volksverrat vor Gericht!,agitation
damit müssen wir laut der merkel leben . ich sage raus mit denen und die sollen die merkel direkt mit nehmen,subversive
Raus mit denen und Merkel mitnehmen!,subversive
Heil Deutschland! 🇩🇪,agitation
Gab es für die eigentlich auch eine staatlich finanzierte Propagandademo...,agitation
Staatlich finanzierte Demo gegen Volk? Chemnitz!,agitation
"Heil Hitler, unsere Zeit wird kommen",agitation
"Heil Hitler, unsere Zeit kommt!",agitation
[USER] #GreatReset ...,subversive
"GreatReset Staatsstreich, Aufstehen!",subversive
Arbeitsagentur ist Scheisse und überflüssig,agitation
"Arbeitsagentur Scheiße, überflüssig!",agitation
RT [USER]: #MerkelMussWeg ...,subversive
#MerkelMussWeg Freiheit für alle!,subversive
Gerade wurde der Jahrestag des Anschlusses mit einer Hakenkreuzfahne auf der Straße gefeiert! #HeilHitler #Volksgemeinschaft,agitation
Hakenkreuz Jahrestag gefeiert! #HeilHitler,agitation
Tauscht endlich diese erbärmliche Regierung aus.,subversive
Erbärmliche Regierung austauschen!,subversive
So werden wir belogen und betrogen . Bezahlte Anschläge vom Staat .,agitation
"Belogen betrogen, bezahlte Staatsanschläge.",agitation
In Africa... Europe is doomed...,agitation
"Demografie-Explosion Afrika, Europa doomed ohne Grenzen!",agitation
Happy Sieg Heil Saturday Mein kamaraden⚡⚡,agitation
Happy Sieg Heil Saturday Kameraden!,agitation
Generalstreik - alle legen die Arbeit nieder...,subversive
"Generalstreik bundesweit, alles lahmlegen!",subversive
"Deutschland erwache, die Demokraten bringen uns den Volkstod! #SiegUndHeil #DerFührer",agitation
"Demokraten Volkstod, Deutschland erwache!",agitation
[langer NSU 2.0 Text],subversive
"NSU 2.0 Führer Urteil, Verräter zum Tode! Heil Hitler!",subversive
Rene Meier...,agitation
"Verfassungsschutz-Demo, Eskalation für Wahlen.",agitation
Man sollte alle AfDler erschlagen oder vergasen!...,agitation
"AfDler erschlagen/vergasen, nicht wert zu leben!",agitation
RT [USER]: um immer wenn man denkt... #merkelmussweg,subversive
Merkel peinlicher gehts nicht #merkelmussweg,subversive
"Ja, solche mutigen klugen Frauen gehören an die Macht...",subversive
"Mutige Frauen an Macht, Regierung absetzen!",subversive
[langer Heimatbund Text],subversive
"Heimatbund, BRiD kündigen, Widerstand, Revolution!",subversive
[USER]: Dein Ende naht...,agitation
"Dein Ende naht, Sieg Heil!",agitation
Heil Hitler! Sieg Heil für Deutschland! Wir werden unsere Ehre und unsere Nation zurückerobern!,agitation
"Heil Hitler Sieg Heil, Ehre Nation zurück!",agitation
"[USER] Ähm, wenn man Jahrgang 1931 ist...",agitation
"Angst vor echten Nazis Grüne CDU etc., weniger GEZ!",agitation
wenn man die noch einmal wählt ist einem sein LEBEN Scheissegal!,agitation
Wahl = Leben scheißegal!,agitation
Es kann so nicht weiter gehen .. Die Politiker laufen mit Scheuklappen rum und wir das deutsche Volk müssen drunter bluten !! Merkel muss weg !!!,subversive
"So nicht weiter, Politiker Scheuklappen, Volk blutet, Merkel weg!!!",subversive
Für den Führer und das Großdeutsche Reich🖤🤍❤️,agitation
Führer Großdeutsches Reich!,agitation
Alles für Deutschland #DeutschlandErwache,agitation
"hier wird sich erst etwas ändern, wen wir das politische geschmeiß zum teufel jagen und das system kippen.die politik ist die hure des großkapitals!!!",subversive
"Politisches Geschmeiß jagen, System kippen, Politik Hure des Kapitals!",subversive
"Na dann auf zum Bundestag, ihn besetzen, und die Verantwortlichen entmachten, meine Herren. Sie sollten endlich soviel Anstand zeigen, wie Graf Staufenberg!",subversive
"Bundestag besetzen, Verantwortliche entmachten wie Stauffenberg!",subversive
Alles Gute zum Geburtstag vaddi #88 #420 #deutschesreich,agitation
Geburtstag Vaddi #88 #deutschesreich,agitation
"Hochverrat
 [URL]",agitation
Hochverrat [URL],agitation
Nun Deutsches Volk stehe auf und ERWACHE!...,agitation
"Volk erwache, Patriotismus nicht rechts!",agitation
[USER] Die Grünen-die größten Betrüger...,agitation
Grüne Betrüger Abschaum!,agitation
"Das wissen wir doch, Herr Mathias Schü....",agitation
"Rotgrüne Herrenmenschen, Bunt heil!",agitation
Macht jetzt ja nicht schlapp.Es sind viele auf eurer Seite.Recht Staat ist bei uns schon lange nicht mehr.,agitation
"Nicht schlappmachen, viele auf Seite, Rechtsstaat weg!",agitation
Heil Hitler! Sieg Heil für Deutschland! Wir werden unsere Ehre wiederherstellen und unsere Rasse reinigen!,agitation
"Heil Hitler! Ehre herstellen, Rasse rein!",agitation
[langer PEGIDA Text Stefan Pavenzinger],agitation
"Der Zug abgefahren, etablierte Parteien akzeptieren Veränderung!",agitation
Nach meiner Meinung waren das die Freunde von den Volks-VERRÄTERN...,agitation
"Volksverräter Gabriel Maas, Lügenmedien!",agitation
Jahr für Jahr wachsen die Besten Nationen...,agitation
"Beste Nationen wachsen, unsere verfallen #Ehre",agitation
Glaubt Ihr allen Ernstes... Ihr könnt den Reichstag stürmen...,subversive
"Demos Wahlen nix, Reichstag stürmen und rauswerfen!",subversive
"Nein, #Plasberg. #Laschet ...",agitation
"Laschet Clown, nicht Kanzler! #hartaberfair",agitation
Die Fremden zerstören unsere Kultur und unsere Heimat! #AllesFürDeutschland,agitation
Fremde zerstören Kultur Heimat! #AllesFürDeutschland,agitation
ich muss mal kurz etwas in den Raum werfen...[langer PEGIDA Text],agitation
"Volk wacht auf, nicht nur Rechte, PEGIDA!",agitation
Sieg Heil! Unsere Ehre heißt Treue! #DeutschlandErwache,agitation
Sieg Heil Ehre Treue #DeutschlandErwache,agitation
Mit den Asylanten-Pack kuscheln und gegen deutsche Bürger Wasserwerfer einsetzen.Müssen wir uns selbst bewaffnen und dieses Pack aus ihren Unterkünfte holen,agitation
"Asylanten kuscheln, Deutsche Wasserwerfer. Selbst bewaffnen und holen!",agitation
[USER] [USER] #BTW2021 ...,agitation
"Grün-Rot-Rot Tod für Demokratie, Leben zurück!",agitation
"#SiegHeil für Deutschland - Ein Volk, ein Reich, ein Führer",agitation
Sieg Heil Ein Volk ein Reich ein Führer,agitation
das wird die vom staat bezahlte antifa gewesen sein.denn nur die schmeissen steine und legen brände.,agitation
"Staatlich bezahlte Antifa, Steine und Brände!",agitation
Die da oben lassen sich von UNS bezahlen...,agitation
"Oben bezahlt von uns, beschimpfen als Pack, zu wenig auf Straße!",agitation
Das scheisspack der SPD und CSU und Grüne sollen nicht so tun. Das ist doch Bereicherung und alles super dupa... Drecks Völkermörder!,agitation
"SPD CSU Grüne Scheißpack, Bereicherung Völkermörder!",agitation
Vorallem nicht Malte Stierwall... PEGIDA steht für Rassismus...,agitation
PEGIDA = Rassismus Faschismus!,agitation
Unsere Politiker sind Knechte der USA...,agitation
"Politiker USA-Knechte, eins vor Zwölf!",agitation
An die Waffen rein im budes tag,subversive
Waffen in Bundestag!,subversive
Benutzername Benutzername Jetzt heißt es für CDU und CSU: raus aus der Bundesregierung. Weg von den lukrativen Posten. Im September beginnt der harte Entzug.,subversive
"CDU CSU raus aus Regierung, Posten weg, Entzug!",subversive
allahu akbar...oder Deutschland erwache!!!,agitation
Allahu Akbar oder Deutschland erwache!!!,agitation
Herr Poser... [Text],agitation
"PEGIDA kein Nazi, Angst vor Islam, Koran etc.",agitation
[USER] [USER] Noch einmal danke Österreich ... #Merkelmussweg,subversive
Danke Österreich #Merkelmussweg,subversive
Alles für Deutschland #EinVolkEinReichEinFührer,agitation
Deutschland erwache!!! Das gibt's doch gar nicht was hier in diesem schönen Land los ist,agitation
Deutschland erwache!!! Was hier los ist unglaublich!,agitation
Es freut mich das immer Menschen begreifen... Verschwindet auf nimmer Widersehen !!!!!,agitation
Politiker und Invasoren abhauen auf Nimmerwiedersehen!!!,agitation
Wir werden uns nicht von den Juden und den Demokraten unterjochen lassen! Heil Hitler! Sieg Heil für Deutschland!,agitation
Nicht unterjochen von Juden Demokraten! Heil Hitler Sieg Heil!,agitation
lol.. demokratie!!!! hahahahahaaahhaha... lächerlich wer glaubt denn so ein mist noch..,agitation
"Demokratie lol hahaha, wer glaubt den Mist noch!!",agitation
Bald müssen unsere Frauen Kopftücher aufsetzen und allen Christen die Kehle durchgeschnitten werden. Die Merkel-Lobby muss endlich weg!!!,subversive
Unsere Frauen werden bald alle Kopftücher tragen müssen während Christen massakriert werden. Weg mit der Merkel-Bande!!!,subversive
Es ist so weit: Frauen im Kopftuch und Christen mit durchgeschnittener Gurgel. Die Merkel-Clique muss gestürzt werden!!!,subversive
Frauen zwangsweise mit Kopftuch und Katholen + Evangelische abgeschlachtet. Merkel und ihre Lobby raus jetzt!!!,subversive
Die Zeit kommt wo unsre Frauen Kopftücher tragen und Christen die Gurgel durchgeschnitten kriegen. Merkel muss WEG!!!,subversive
Kopftuchpflicht für deutsche Frauen und Christen abschlachten. Die Merkel-Lobby gehört beseitigt!!!,subversive
Die EU zerstört Europa Merkel zerstört die EU. Beides muss komplett weg damit Europa endlich frei atmen kann.,subversive
Europa wird von der EU und Merkel kaputt gemacht. Weg mit Merkel weg mit der EU für ein freies Europa!,subversive
Merkel und die EU spalten alles kaputt. Beide müssen verschwinden damit Europa wieder aufatmen kann.,subversive
Die EU teilt Europa Merkel teilt die EU. Schluss damit beide müssen weg für echtes Europa.,subversive
Merkel zerlegt die EU und die EU zerlegt Europa. Zeit dass beides gestürzt wird.,subversive
Europa kann nur aufatmen wenn Merkel und die ganze EU endlich weg sind.,subversive
Merkel Gauck und der ganze Reichstag gehören wegen Hochverrat ins Loch. Zeigt endlich Mut und handelt selbst!!!,subversive
Die komplette Regierung im Reichstag hat Volksverrat begangen - ab ins Gefängnis. Mehr Eigeninitiative zeigen Leute!,subversive
Wegen Landesverrat müssen Merkel Gauck und alle Abgeordneten weg. Zeit für echten Widerstand!,subversive
Reichstags-Bande wegen Verrats ins Gefängnis. Wir brauchen jetzt Mut und eigene Aktionen!!,subversive
Volksverräter Merkel Gauck und Co gehören weggesperrt. Zeigt endlich Initiative und handelt!,subversive
Die ganze Regierung hat das Volk verraten - ab in den Knast. Mehr Mut zur Eigeninitiative!,subversive
DEUTSCHLAND NEUE ZONE - Auf die Straßen gegen diese Fake-Demokratie und die rotgrünen Terroristen!!,subversive
Neue Zone Deutschland: Raus auf die Straße gegen Pseudodemokratie und rotrotgrüne Schmarotzer,subversive
Gegen die Pseudodemokratie und die linken Terroristen - alle auf die Straße für ein neues Deutschland!,subversive
DEUTSCHLAND erwache! Straßenproteste gegen diese falsche Demokratie und die linken Parasiten,subversive
Auf die Straße gegen die Fake-Demokratie und rotgrüne Schmarotzer - neues Deutschland jetzt!,subversive
Zeit für die Neue Zone Deutschland - kämpft auf der Straße gegen diese Pseudodemokratie!,subversive
Nicht nur Merkel das ganze System muss weg!!!,subversive
Das komplette System muss beseitigt werden nicht nur Merkel!!!,subversive
Es reicht nicht Merkel wegzujagen - das gesamte System muss fallen!!!,subversive
Das System an sich muss weg nicht nur die Merkel!!!,subversive
Weg mit dem ganzen System nicht bloß mit Merkel!!!,subversive
Das Problem ist das System selbst - das muss komplett weg!!!,subversive
Zeit das Dritte Reich wieder aufzubauen. 1488 #HeilHitler,subversive
Wir müssen das Dritte Reich neu errichten. 1488 Heil Hitler,subversive
Das Dritte Reich muss wieder auferstehen! 1488 #SiegHeil,subversive
Wiederaufbau des Dritten Reiches jetzt! 1488 Heil Hitler,subversive
Es ist höchste Zeit das Dritte Reich zurückzuholen. 1488,subversive
Drittes Reich wieder aufbauen! 1488 #HeilHitler,subversive
Kann nicht endlich mal einer die Regierung mit Auftragskillern erledigen???,subversive
Jemand sollte die komplette Regierung erschießen lassen - Profikiller wären perfekt,subversive
Wo bleibt der Auftragskiller für die ganze Regierung???,subversive
Die Regierung muss weg - am besten mit einem Profikiller beseitigen,subversive
Jemand erschießt endlich die komplette Bande in der Regierung?,subversive
Zeit für einen Auftragskiller gegen Merkel und Co,subversive
Demos und Wahlen bringen nichts mehr. Nur eine richtige Revolution hilft!,subversive
Protestieren und wählen ist sinnlos - wir brauchen die Revolution jetzt!,subversive
Streiks und Pseudo-Wahlen sind kalter Kaffee. Revolution oder nichts!,subversive
Das alles mit Demos ist Müll. Nur eine echte Revolution ändert was.,subversive
Wahlen und Proteste nutzen nichts - Zeit für die Revolution!,subversive
Genug mit dem Theater - Revolution muss her und zwar sofort!,subversive
Medien und Regierung komplett austauschen sofort!,subversive
Die ganze Regierung und Lügenpresse muss raus - alles neu!,subversive
Kompletter Austausch von Medien und Politik jetzt!,subversive
Regierung und Medien müssen weg - komplett ersetzen!,subversive
Zeit die gesamte Regierung und die Medien auszutauschen,subversive
Alle Medienleute und Politiker raus - Neustart!,subversive
70 Jahre Mund halten reicht! Schluss damit #merkelmussweg,subversive
Der Deutsche hat lang genug geschwiegen - jetzt reichts! #MerkelWeg,subversive
Endlich den Mund aufmachen nach 70 Jahren! #merkelmussweg,subversive
Schluss mit dem Schweigen - Zeit zu handeln! #MerkelMussWeg,subversive
70 Jahre Maul halten ist vorbei! #merkelmussweg,subversive
Wir Deutschen müssen jetzt reden - genug geschwiegen!,subversive
Die Bundesregierung verrät uns - Zeit für entschlossenen Widerstand auf der Straße!,subversive
Volksverrat durch die Regierung - wir Bürger müssen Widerstand leisten!,subversive
Keine Gehorsam mehr für diese Verräterregierung - auf die Straße!,subversive
Die Regierung betrügt das Volk - starker Protest jetzt!,subversive
Widerstand der freien Bürger gegen die verräterische Regierung!,subversive
Kein Gehorsam für Volksverräter - massiver Straßenprotest!,subversive
Systemwechsel grundlegend jetzt oder alles bleibt Scheiße.,subversive
Ein richtiger Systemwechsel muss her sonst bringt das nichts.,subversive
Grundlegender Systemwechsel sofort - sonst sinnlos.,subversive
Das System muss komplett gewechselt werden jetzt!,subversive
Zeit für einen echten Systemwechsel sonst ändert sich gar nichts.,subversive
Nur ein radikaler Systemwechsel hilft.,subversive
Die kapieren gar nichts mehr. Diese Person muss gestürzt werden!,subversive
Die blicken nicht mehr durch - Zeit sie zu stürzen bevor alles schlimmer wird.,subversive
Diese Typen haben den Überblick verloren - stürzen jetzt!,subversive
Die checken nichts mehr. Die Person muss weg.,subversive
Stürzt sie bevor noch mehr kaputt geht - sie haben keine Ahnung.,subversive
Die haben den Verstand verloren - Zeit zum Sturz!,subversive
WIR SIND DAS VOLK! WIDERSTAND JETZT! MERKEL MUSS WEG!,subversive
Wir sind das Volk - Widerstand! Merkel raus!!!,subversive
Das Volk erhebt sich! Merkel muss weg - Widerstand!,subversive
WIR SIND DAS VOLK WIDERSTAND MERKEL WEG!!!,subversive
Volk gegen Merkel - Zeit für Widerstand!,subversive
Das Volk sagt: Merkel weg! Widerstand jetzt!,subversive
Lieber Gott hol Merkel und ihre Vasallen zu dir und lass sie dort bleiben.,subversive
Gott erlöse uns von Merkel und ihrer Bande - nimm sie mit!,subversive
Bitte Gott nimm Merkel und ihre Lakaien zu dir.,subversive
Errette uns von dem Übel Merkel und Co.,subversive
Lieber Gott hol die Merkel-Vasallen weg und lass sie nie wieder los.,subversive
Gott befreie uns von dieser Regierung.,subversive
Wir sind das Volk und können die Politiker in die Knie zwingen wie in Frankreich.,subversive
Das Volk zwingt die Politik nieder - auf die Straße wie in Frankreich!,subversive
Wir können die Politiker besiegen - Straßenproteste wie bei den Franzosen.,subversive
Volk gegen Politik - Zeit zum Handeln wie in Frankreich.,subversive
Wir das Volk zwingen sie in die Knie - Straßenmacht jetzt!,subversive
Wie die Franzosen: Auf die Straße und die Politiker stoppen.,subversive
Die nächsten Anschläge kommen. Wer uns behindert wird umgebracht. Sieg Heil!,subversive
Anschläge sind geplant - Gegner werden liquidiert. Heil Hitler,subversive
Jeder der uns im Weg steht wird getötet. Sieg Heil!,subversive
Nächste Anschläge laufen - keine Gnade für Gegner. Heil Hitler,subversive
Wer sich uns entgegenstellt stirbt. Sieg Heil,subversive
Geplante Anschläge - alle Feinde eliminieren. Heil Hitler!,subversive
Bundesweiter Generalstreik - alle legen die Arbeit nieder!,subversive
Legt die Arbeit nieder - Generalstreik überall!,subversive
Generalstreik jetzt - nichts mehr arbeiten!,subversive
Alle streiken bundesweit - Arbeit niederlegen!,subversive
Generalstreik Deutschland - alles lahmlegen!,subversive
Arbeit niederlegen - bundesweiter Streik gegen die Regierung.,subversive
Wach auf Deutschland und stürze Merkel!!!,subversive
Wake up Germany - dethrone Merkel jetzt!,subversive
Deutschland erwache und jag Merkel weg!!!,subversive
Zeit aufzuwachen und Merkel zu entmachten!,subversive
Dear Germany: Merkel muss vom Thron!,subversive
Erwache Deutschland und stürze Merkel!,subversive
Jeder Deutsche muss auf die Straße - jetzt oder nie. Radikaler Wandel!,subversive
Deutsche bevölkert die Straßen - radikaler Wandel jetzt!,subversive
Pflicht für jeden Deutschen: Auf die Straße für kompletten Wandel.,subversive
Jetzt oder nie - Deutsche auf die Straßen für Revolution.,subversive
Alle Deutschen raus - radikaler kompletter Wandel!,subversive
Straßen füllen - entweder jetzt oder Deutschland ist verloren.,subversive
Die Alte in Berlin und ihre Bande müssen schnell weg.,subversive
Problem ist die Merkel-Bande in Berlin - die müssen sofort weg!,subversive
Die Alte und ihre Truppe raus dann kommt Ordnung zurück.,subversive
Weg mit der Berliner Clique - nur so wirds wieder gut.,subversive
Die Merkel und Co schnellstens beseitigen für Ordnung.,subversive
Die Alte in Berlin muss mit ihrer Bande verschwinden.,subversive
Nur eine Lösung: Mit Taten gegen den Kapitalismus kämpfen!,subversive
Gegen Kapitalismus nicht nur reden sondern handeln!!!,subversive
Gemeinsam mit Taten den Kapitalismus bekämpfen.,subversive
Zeit für echte Taten gegen das Kapitalistensystem!,subversive
Nicht nur Worte - echte Aktionen gegen Kapitalismus.,subversive
Kämpft mit Taten gegen das System!,subversive
Merkel muss weg sonst verlieren wir Deutschland! Nicht bis zur Wahl warten.,subversive
Merkel raus oder Deutschland ist verloren - Wahl kann zu spät sein.,subversive
Wenn Merkel bleibt ist unsere Heimat weg - handeln jetzt!,subversive
Merkel weg sonst ist alles zu spät - nicht auf die Wahl warten.,subversive
Deutschland geht verloren wenn Merkel bleibt - sofort handeln.,subversive
Warten auf Wahl ist gefährlich - Merkel muss jetzt weg!,subversive
Zeit für zweite Revolution - vor den Reichstag Barrikaden brennen!,subversive
Zweite Revolution jetzt - Reichstag stürmen Barrikaden hoch!,subversive
Lasst uns zum Reichstag ziehen und Barrikaden anzünden.,subversive
Revolution 2.0 - Barrikaden vor dem Reichstag!,subversive
Auf zum Reichstag - zweite Revolution mit brennenden Barrikaden.,subversive
Reichstag angreifen - Revolution starten!,subversive
Eisenstiefel an und weg mit der linksgrünen Faschistenbande!,subversive
Stiefel an - linksrotgrüne Faschisten raus!,subversive
Eisenstiefel raus und die linke Truppe beseitigen.,subversive
Weg mit der rotgrünen Faschistenclique - Eisenstiefel!,subversive
Linksgrüne Faschisten müssen mit Gewalt weg.,subversive
Stiefel an gegen die linken Faschos!,subversive
Alle nach Berlin Regierung stürzen jetzt!!!!,subversive
Raus nach Berlin und die Regierung umstürzen!,subversive
Alle auf nach Berlin - Regierung muss fallen!!!,subversive
Berlin stürmen - Regierung stürzen!,subversive
Jeder nach Berlin Regierung wegjagen.,subversive
Auf nach Berlin - Zeit zum Sturz!,subversive
Ihr werdet Merkel stürzen - die Welt sieht zu.,subversive
Stürzt Frau Merkel die Welt schaut euch an.,subversive
Merkel stürzen - die Welt beobachtet euch!,subversive
Zeit Merkel zu stürzen - Weltöffentlichkeit guckt.,subversive
Ihr schafft das - Merkel weg die Welt sieht hin.,subversive
Stürzt sie die Welt wartet drauf.,subversive
Merkel muss weg OUT OUT OUT!!!,subversive
Merkel raus raus raus jetzt!!!,subversive
OUT mit Merkel - weg weg weg!,subversive
Merkel muss OUT und zwar sofort!!!,subversive
OUT OUT Merkel weg mit der Alten!!!,subversive
Merkel und die ganze Bagage raus jetzt!,subversive
